AAN,ACIW,ACLS,ACXM,ADBE,ADI,ADP,ADSK,AGYS,AMD,ARRS,ASGN,ATU,ATVI,AVID,AZPN,BBOX,BBSI,BCOR,BHE,BLKB,CA,CACI,CALD,CAMP,CCMP,CCRN,CDNS,CERN,CEVA,CHKP,CMTL,CPSI,CRAY,CREE,CRM,CRUS,CSGS,CTG,CTSH,CTXS,CVG,CW,DDD,DIOD,DMRC,DOV,DOX,DSPG,EA,EFII,EPAY,ETN,FISV,FNSR,FORM,GHM,HHS,HSII,HSTM,IDTI,INTC,IPG,ITW,IVAC,JBL,JCOM,JKHY,JNPR,KAI,KELYA,KFRC,KFY,LECO,LPSN,LRCX,MAN,MCHP,MDCA,MDRX,MGRC,MIND,MOSY,MPWR,MRVL,MSCC,MSFT,MU,MXIM,NATI,NSP,NTAP,NTCT,NUAN,NVDA,NVEC,OCLR,OMC,OMCL,ORCL,PDFS,PEGA,PLAB,PLUS,PLXS,PNR,POWI,PRFT,PRGS,QCOM,QSII,RCII,RHI,RHT,RMBS,RSYS,SANM,SCSC,SGMS,SIGM,SLAB,SMTC,SNPS,SNX,SONS,SPA,SPRT,STX,SXI,SYNA,SYNT,TBI,TECD,TNC,TTEC,TTWO,TWIN,TXN,TZOO,UIS,UTEK,VDSI,VECO,VRNT,VRSN,VSAT,XLNX,YHOO,ZBRA
29.06018876,18.64333333,9.44,32.89,54.21,43.53487526,69.81149815,40.2,12.09,3.23,16.74,33.05,38.07882936,16.73764885,6.61,34.63,28.27382878,70.97101423,25.06,22.17,40.39173395,27.06403248,70.32,10.77,24.95,38.44486271,6,13.01,57.76,13.99,58.59,25.06518656,53.28538365,23.31,61.11,54.38,24.77,26.37934813,16.27517018,43.305,47.02123203,19.07531016,48.85801262,57.7,23.69,21.81988221,58.57990147,36.58497805,7.43,24.74,34.24,32.34,60.64393544,52.8,23.66,5.31,37.36397745,8.005371313,17.63789704,37.29,9.81,21.29619622,14.68758188,72.83708153,5.41,21.22262721,52.16561889,52.8461894,17.79604897,35.13878136,19.68154308,16.83003735,22.64764523,64.73365205,9.66,50.90075888,74.99367093,35.20829403,17.6680491,14.62,31.77394429,16.9,42,26.66307139,11.12333925,24.83,30.68439057,16.83,26.03326375,27.45112555,36.489531,36.50712138,29.22,16.28,14.6292171,48.43257843,2.07,60.71275401,24.35,31.60202545,22.98,19.26391368,8.31,27.295,40.53,61.53589812,50.04109534,19.8,26.3064803,60.4830523,22.52382691,31.08882334,36.89448732,43.75,8.71,3.03,16.7,36.17,18.9,5.45,39.21,29.72,35.85,60.74260274,16.95,27.74,17.04,40.63922641,62.17319478,53.04,43.935,25.98,50.36,60.89597137,25.87248437,17.06,25.16165353,36.34399454,21.81,25.2,23.95,7.67,31.08,37.55,53.09,66.96,40.89927256,33.08,46.9
28.02232487,18.65,9.36,32.79,53.81,43.34942319,69.90407406,39.87,12.03,3.34,16.65,33.33,37.96940743,16.76665691,6.63,34.57,27.81691493,70.5750548,24.5,23.31,40.17822646,27.96349522,70.45,11.09,24.56,38.28766419,5.94,12.79,56.13,13.9,58.52,24.95301877,52.9440351,23.3,60.83,54.56,25.04,26.2073089,16.30305453,43.34,46.37338039,19.16175417,48.9363421,58.64,23.12,22.08658064,58.0709876,36.63288923,7.38,24.75,34.01,31.79,63.42381803,53.15,23.35,5.29,37.24936402,7.503935967,17.13475576,36.9,9.67,21.7036718,14.90914189,72.87419123,5.26,21.32679897,51.92983142,52.8941442,17.90135103,35.38724704,19.73934497,16.67901066,22.80424087,64.58266977,9.57,52.60065215,75.26997845,35.09993304,17.6438794,14.71,31.89206305,16.68,42.2,31.20516764,11.20767797,24.96,32.51344232,16.58,26.97422509,27.56252681,36.10094119,36.60003846,28.61,16.3,14.49134017,48.27916799,2.05,61.59847173,23.8,31.67847426,22.91,18.82015831,8.36,27.16,40.34,62.36847564,50.4305202,19.6,25.9990921,61.68476218,22.2425135,31.2058001,36.94154661,43.4,8.55,3.04,17.14,38.11,18.89,5.35,39.34,30.18,36.25,60.85080818,16.65,27.34,16.5,41.67696613,61.46489257,44.82,43.59,25.58,50.57,59.59580434,25.97947584,17.34,25.17133481,36.66296139,21.18,25.02,24.01,7.78,31.35,37.5,53.76,66.91,40.7259319,32.25,47.25
28.05197813,18.60333333,9.12,33.08,53.93,44.02632327,70.05219553,39.67,11.91,3.32,16.53,34.23,37.8798804,16.7279795,6.73,34.96,28.03623358,70.98044184,24.68,23.52,39.46976981,28.00802308,70.85,10.39,24.41,38.43503781,5.89,12.81,56.54,13.94,58.51,25.72956499,53.32914628,23.32,60.37,53.49,24.66,25.60517161,16.34952846,44.42,46.14143351,19.38266662,49.04404513,56.98,23.41,21.86927081,58.32935926,36.79578725,7.41,24.83,34.04,32.28,62.45882694,53.33,23.57,5.23,36.3324566,7.609501303,17.11612089,36.8,9.5,21.81561564,15.08454355,72.78141696,5.25,21.46885136,51.97698891,52.71191596,18.04494476,34.93809754,19.99945347,16.42415311,23.08807048,63.35593876,9.55,51.93798189,74.69830773,35.58755752,17.68013395,14.57,32.04652603,16.55,42.5,30.80894222,11.20767797,24.93,32.36784616,16.72,26.48134058,27.42327524,36.4231864,36.87878971,28.98,16.23,14.46281391,48.68525445,1.95,62.42940279,23.16,31.66891816,22.95,19.00752169,8.35,27.41,39.98,62.08783153,50.69338199,19.29,26.22715431,61.92871832,22.23313638,31.10681976,36.96978219,43.59,8.47,3.06,17.15,38.5,19.03,5.46,39.6,30.62,36.46,60.66390787,16.4,26.18,16.32,41.71881047,61.39602985,46.5,43.545,25.46,51.03,58.52677811,26.12537331,17.68,24.86153376,37.37380181,21.2,25.09,24.05,7.72,30.93,37.01,53.56,66.5,40.55259124,32.35,48.19
28.17059114,18.62,9.44,33.6,54.86,45.59339333,70.68171176,40.3,11.96,3.33,16.59,34.29,37.98930233,16.04145548,6.77,35.18,28.72160435,65.22960248,25.06,23.14,40.7605196,28.2840958,71.17,10.61,24.58,41.75585651,5.83,12.87,56.17,13.88,58.62,25.80721962,52.93528257,23.6,61.39,53.7,24.42,25.94925006,16.26587539,44.685,45.75752142,19.39227151,49.10279224,59.53,23.6,22.22486871,58.78346702,36.8628629,7.45,24.13,34.23,32.01,63.13166476,53.32,23.84,5.31,36.3324566,7.715066639,17.63789704,36.84,10.6,21.96159041,15.34303023,73.51433372,5.03,20.81541036,52.57117333,52.9900538,18.18853848,35.2630142,20.09578995,16.35807893,23.22509167,63.71452167,9.55,52.76391874,75.09847723,36.38671988,19.55328553,14.22,32.43722652,16.74,43.3,31.26315184,11.24516184,25.09,32.32234736,17.495,26.48134058,27.608944,36.74543161,36.94847752,29.02,16.04,14.48183142,48.27916799,2.06,62.89508943,23.03,32.21361591,23.06,18.91877061,8.59,27.495,39.32,63.27589159,50.72258885,19.15,26.07841809,62.28109942,22.31753041,31.09782155,37.0356652,44.07,8.71,3.05,15,38.47,18.64,5.46,40.09,30.93,36.38,61.1557508,16.65,27.09,16.86,40.37979148,62.17319478,48.03,43.625,25.38,52.24,58.45936204,26.09619382,17.95,24.99707172,38.33070237,21.47,25.92,23.82,7.67,30.8,37.5,54,67.61,41.41929454,33.169,48.59
28.14093789,18.44666667,8.72,32.88,54.1,45.23176178,68.78390548,40.04,11.87,3.3,16.49,34,37.56156208,16.06079419,7.21,37.81,23.57675444,81.0302693,23.18,22.7,34.25824623,28.31081252,70.94,10.05,23.79,41.28426096,5.9,12.59,55.88,14.16,58.63,25.85898937,51.447353,23.51,61.16,52.79,21.06,26.36979039,15.51299773,43.73,45.60555622,19.24819817,48.72093603,60.93,23.37,21.53342835,58.64253703,37.04492539,7.31,26,34.21,31.4,63.1139585,52.595,22.43,5.16,35.00485106,7.600704191,17.29315209,35.57,10.64,21.93651499,15.34303023,72.79069439,5.14,19.82104362,51.82608493,52.49132388,17.8822052,34.47939166,19.91275063,18.52908767,23.22509167,63.40312072,9.37,52.18768373,73.86938518,36.07518201,18.7315158,13.95,31.58313708,16.7,43,30.28708435,11.30138765,24.91,32.34054688,17.39,26.3648406,27.20047273,36.1957192,36.17261989,28.55,15.9,14.47232266,48.03551611,2.07,62.08242059,22.92,32.04160609,22.65,18.77578277,8.41,27.25,38.96,62.81750621,50.0703022,18.71,25.45372594,62.38048896,21.86742895,31.14281261,36.37683507,43.39,8.65,3.02,14.81,38.62,18.43,5.53,40.16,30.61,36.35,60.12288064,15.2,26.05,16.71,41.42590006,61.41570491,46.16,43.09,25.19,51.61,58.07412737,26.1740058,17.14,24.80344607,38.29398714,21.04,26.08,23.85,7.54,29.86,36.81,54.21,66.41,41.10910599,32.57,48.53
28.04209371,18.37333333,8.68,33.23,54.22,45.71393718,69.45508087,39.9,11.75,3.34,17.85,33.79,37.36261313,16.12847966,7.45,38.15,22.8822454,78.50367103,23.63,22.73,34.93758823,28.2840958,71.98,10.35,23.52,40.17404642,5.94,12.97,56.03,14.33,58.02,25.90213082,49.92441333,22.36,60.74,53.36,22.43,26.62784923,16.01491617,43.465,45.41360018,18.96005149,48.7405184,62.24,24.22,20.91113203,58.60338981,36.84369843,7.45,26.25,34.31,31.42,62.8395115,52.365,23.01,5.22,35.15766897,7.011297732,17.37760047,35.72,10.64,21.91412622,15.50920023,73.09684949,5.1,19.75475251,51.85437943,52.37623236,17.84391354,34.21181324,20.09578995,18.58572268,23.29360227,65.33758117,9.34,52.11565435,74.41247237,38.79323703,18.62879459,13.83,32.40996834,16.64,44,30.77028608,11.24516184,25.13,32.21770012,17.68,26.61576363,26.96838679,36.65065361,36.06111939,28.33,15.56,14.44284553,48.16185412,2.04,62.19199392,23.07,32.01293779,22.97,18.76592154,8.4,27.18,38.28,62.76137739,55.76564087,18.09,25.75119839,62.78708252,21.39857327,30.80987876,36.26389277,43.27,8.74,3.02,14.56,38.46,18.28,5.44,40.22,31.11,36.42,60.29994409,14.95,26.39,13.38,40.7480217,60.51065208,46.48,42.92,24.7,51.91,58.44973118,25.74603989,17.91,25.04547813,38.62901363,21.53,26.35,23.79,7.51,29.21,36.52,54.28,66.12,41.4457518,32.94,48.31
28.05197813,17.88333333,8.68,33.27,54.61,46.06629613,69.71892223,41.89,11.69,3.31,17.33,33.15,37.85998551,16.14781836,7.28,37.93,22.14204497,84.08481349,23.7,22.63,34.5493928,28.2529263,72.15,10.69,23.35,39.53542744,5.76,13,56.17,14.36,58.12,26.0229269,53.03156037,22.44,59.93,53.96,22.4,26.67563791,15.90337874,43.77,45.44559286,18.83518793,48.95592447,63.01,24.12,20.54374746,58.2667237,36.78620501,7.58,25.63,34.2,34.7,62.93747559,52.425,22.87,5.18,34.88068652,7.020094843,17.42451624,33.6,10.41,21.78427137,15.61074856,73.27312061,5.1,19.61270012,51.86381093,52.25154988,17.6907469,34.154475,20.19212643,18.84058023,23.40126177,66.67754889,9.21,51.49620172,75.96551116,38.41397354,18.62879459,14.18,32.27367748,16.63,43,30.45137294,11.26390377,24.69,32.32689724,17.575,26.32003292,29.85553594,33.75992453,36.3630999,28.02,15.57,14.5056033,48.29721627,2.03,62.98640053,22.61,32.04160609,22.88,18.65744801,8.28,26.89,37.97,63.12621473,55.54172157,17.43,25.37439996,63.15753444,21.94244586,30.70190021,36.60271969,43.23,8.73,3,14.91,39.37,18.28,5.45,39.99,30.98,36.15,59.42446367,14.5,24.86,13.23,41.174834,58.92680961,45.5,42.38,24.76,51.86,58.71939545,24.84147559,17.97,25.09388455,38.57853019,20.99,26.11,23.91,7.51,29.32,36.11,54.19,65.67,41.30981623,33.181,48.28
28.5857367,17.86,8.84,33.32,55.39,45.58412072,69.90407406,41.8,11.71,3.32,17.61,33.7,38.57620174,16.28318929,7.31,37.96,22.65378848,84.60333179,24.14,22.88,34.81142471,28.37315152,71.84,10.98,24.01,41.53970855,5.89,13.07,56.49,15,58.7,26.13509469,52.88276741,22.22,59.91,55.58,22.62,26.56094509,15.81043088,43.425,46.117439,18.82558304,49.49443964,66.04,24.15,19.88841284,58.44680092,36.74787607,7.55,25.73,34.9,34,62.89294645,52.55,22.9,5.21,36.22739429,7.011297732,17.50896462,33.58,10.18,21.72158282,15.59228523,73.49577886,5.28,19.67899123,51.80722194,52.56805156,17.68117399,34.83297744,20.42333398,18.8217019,23.09785771,66.76247642,9.29,51.63065656,77.59477272,38.4862142,18.61066731,14.53,32.81884095,16.73,42.9,30.64465363,11.25453281,24.69,32.70453728,17.89,26.2662637,29.95765376,33.46611272,36.00536914,28.74,15.99,14.09197253,48.49574743,2.04,63.83559381,22.82,32.21361591,23.12,18.99272984,8.42,26.73,38.35,63.47234246,55.35674476,17.53,25.65204091,62.85936583,21.99870854,30.78288412,36.54624854,43.1,8.58,2.92,15.52,39.98,18.84,5.4,40.15,31.07,36.19,60.44749697,14.9,25.31,13.56,41.22504722,60.53032714,46.08,42.745,24.89,51.89,59.3454018,25.44451846,18.35,25.29719148,38.54181495,20.96,25.86,25.28,7.46,32.29,36.4,54.37,66.87,41.62912797,33.19,48.5
28.46712368,17.77,8.88,33.55,54.79,46.16829477,69.90407406,41.71,11.86,3.33,17.21,33.46,38.1086717,15.98343937,7.33,38.06,22.49843777,82.12387154,24.24,22.88,34.52027815,28.18613451,71.38,10.88,23.68,42.63027327,5.86,13.07,55.9,14.89,59.16,26.22137761,54.05560601,22.19,60.18,55.69,22.94,26.14996249,16.05209531,44.795,45.88549212,18.74874393,49.59235149,70.01,23.93,19.10399716,58.31370037,36.67121818,7.68,25.56,35.05,33.49,62.39422017,52.345,23.47,5.23,34.83293092,6.93212373,17.4526657,33.36,10.1,21.72158282,15.45381023,73.43083687,5.26,19.82104362,51.98642041,52.02136684,17.76733022,35.30123969,20.13432454,18.91609358,22.98041098,66.68698528,9.25,52.00520931,76.64198818,38.52233453,18.73755823,14.44,32.63711979,16.65,43.5,30.62532556,12.21974253,24.1,33.34152048,17.67,26.15872526,29.92980344,32.8311001,35.78236814,28.62,15.67,14.07295502,48.25209556,2.15,64.1734449,23.41,32.01293779,23.21,18.76592154,8.45,26.58,38.25,63.76234137,54.90890617,17.92,25.45372594,62.34886501,22.42067866,30.56692703,36.22624533,42.93,8.64,2.81,15.75,39.74,18.66,5.4,39.83,30.67,35.86,60.28027038,14.85,25.34,13.44,40.56390659,60.22536368,45.36,42.68,24.26,51.59,59.4320796,25.27916799,18.24,25.43272944,38.45920568,20.64,25.59,24.86,7.39,31.88,36.13,54.3,67.37,41.29888367,32.97,52.82
28.37816392,17.57666667,9.04,32.63,54.88,46.29811122,70.20031699,42.02,11.79,3.32,17.25,33.23,38.16835638,15.98343937,7.5,38.27,22.54412915,78.40939497,29.23,22.83,34.64644166,28.48892395,71.31,10.67,23.89,43.03309448,5.74,13.2,56.45,15.11,60.11,26.63553559,53.81053526,22.23,59.04,55.23,22.76,26.14996249,15.80113609,45.34,47.77305986,18.82558304,49.89587822,69.51,23.8,18.79618847,58.34501815,37.84983324,7.91,25.74,35.26,33.11,62.52780757,52.655,23.33,5.17,34.73741973,6.905732396,17.4526657,32.8,10.07,21.91592906,15.69383356,73.52361114,5.53,19.4990582,47.11033562,52.99964476,17.91092395,35.32990881,20.54857141,18.87833691,22.91190038,66.63980332,9.11,51.93798189,76.02267823,38.80226711,18.85903348,14.44,32.5916895,16.53,43.2,30.87659046,12.19162963,25.1,34.74288351,17.5,26.21249448,29.83696907,32.45198809,36.02395256,28.48,15.83,14.16804256,48.17990241,2.21,64.38346045,23.3,32.55763554,22.8,18.98779923,8.34,26.43,38.46,63.63137412,55.58066406,17.83,25.80077714,63.01296784,22.02683988,30.31497709,35.90624212,44.07,8.53,2.55,15.48,39.81,18.49,5.37,39.66,30.86,36.42,60.64423415,14.8,24.16,13.47,40.56390659,60.805778,44.5,42.93,24.22,51.72,58.95053625,25.17217652,17.83,25.81029946,38.67949707,20.61,25.23,25.41,7.39,31.98,36.14,54.31,67.8,41.36309784,32.88,51.55
28.78342506,19.05333333,9.32,31.36,53.17,45.56557552,69.73743741,41.76,11.91,3.28,16.96,32.07,37.25319121,16.28318929,7.5,37.41,22.38877844,75.48683727,28.37,22.51,33.56919936,28.19504009,70.98,10.22,21.66,42.03095392,6.04,12.98,56.08,15.14,59.74,26.31628881,52.41606838,21.47,55.68,54.35,22.27,25.69119122,15.74536738,44.75,47.74906535,18.64309014,49.70005452,67.86,23.5,18.23021766,57.57773262,37.92649113,7.65,25.33,35.56,32.74,61.37895596,51.929,22.74,5.06,35.53016261,6.720993058,17.0679564,31.79,9.72,21.74779696,15.41688356,72.69792012,5.27,19.12972199,41.42314195,52.56805156,17.8822052,34.68007548,19.72971132,18.41581765,22.64764523,65.34701756,11.17,50.02680246,74.05041424,38.07083038,18.4642389,14.18,32.02835391,16.64,41.5,30.1614519,12.19162963,24.17,34.12409983,17.719,25.54037924,29.05716029,31.97809808,36.65578871,28.04,15.52,13.83048181,47.44894678,2.02,64.26475601,22.71,32.49074283,22.27,18.91384,8,25.5,38.27,62.05976712,53.45829854,19.68,25.32482122,60.61858349,21.56736132,30.15300927,35.01211552,43.2,8.18,2.54,15.16,39.76,17.44,5.2,39.32,30.43,36.11,59.92614346,14.8,24.32,13.05,39.73538859,60.93387314,44.55,42.235,23.34,51.48,55.90718232,24.67612513,17.4,25.15945638,38.22973548,20.49,25.07,24.6,7.35,31.04,35.57,53.29,64.97,40.81269068,32.11,50.72
29.1392641,19.87,9.48,32.02,54.84,46.17756737,70.36695364,42.76,11.98,3.27,17.19,33.07,37.45214016,16.5055844,7.65,37.88,23.56761617,77.58919329,28.76,22.58,34.43293418,28.43549052,71.75,10.48,22.79,42.30605133,6.16,12.9,57.04,15.26,59.72,26.34217369,53.819361,22.1,56.48,55.49,22.25,26.6469647,16.01491617,45.115,47.82104887,19.11372972,50.8162496,70.4,23.65,18.4188746,58.89307924,38.37685623,7.63,25.7,37.52,32.41,62.8751348,52.81,23,5.31,34.54639735,6.861746839,16.83337756,33.13,9.77,21.77581898,15.63844356,73.36589488,5.41,19.42329693,42.51719579,53.22023684,18.44700719,35.94151664,20.066889,18.86889774,22.99998543,66.99838623,11.31,50.75670013,76.22276299,38.73002645,19.00480379,14.49,32.60986162,16.91,42.7,30.82827029,12.51024254,23.37,34.37889311,18.105,25.87195609,29.52341768,32.36668789,37.08320729,28.82,15.58,14.79562028,47.99039539,2.15,64.28301823,22.98,32.82520636,22.67,18.97300738,8.35,26.23,38.91,63.01395709,54.76287184,20.57,25.53305193,60.94385834,22.06434834,30.42295563,35.95330142,43.32,8.46,2.51,15.36,39.95,18.05,5.19,39.91,31.1,36.31,61.69677804,14.85,26.16,13.32,40.68971354,61.31815856,45.34,42.95,23.89,52.38,58.10301997,25.14299702,17.51,25.60630387,38.53263615,20.58,26.17,24.32,7.4,30.56,36.03,54.15,64.92,40.94111902,33.12,50.62
29.11949527,19.95333333,9.16,32.26,56.18,46.04775092,70.13551385,43.48,11.8,3.34,17.21,32.96,37.77045848,16.42822958,7.72,37.79,23.15639371,78.69222314,29.04,22.65,34.62703189,28.57797967,71.64,10.58,23.68,41.99165429,6.18,13,56.39,15.31,59.67,26.20412102,53.44867993,22.21,57.34,56.12,19.24,26.38890586,15.94055788,45.36,48.17296828,19.23859328,50.03295481,76.1,22.64,18.25007629,58.68168425,38.36727399,7.62,25.99,37.96,31.63,63.22246203,52.69,23.46,5.36,34.60370407,6.580239277,16.88029333,32.96,9.81,21.84722992,15.63844356,73.37517231,5.37,19.56534932,42.4700383,53.39287412,18.25554889,36.00841125,20.18249278,18.90665441,23.00977266,67.25316883,11.44,50.63184921,76.88971216,38.79323703,19.05946766,14.32,32.5280871,16.43,42.8,31.32113605,12.63206513,23.24,34.20599767,18.27,26.11391758,29.63531945,31.85488668,37.04604045,29.08,15.7,14.91923407,47.68357451,2.22,64.429116,22.95,32.84431856,22.48,19.07161969,8.25,25.435,38.98,63.51911648,53.95481524,19.82,25.58263067,61.09746036,21.93306875,30.57592524,36.36742321,44.27,8.35,2.52,15.34,39.87,18.16,5.09,39.59,31.01,36.44,61.75579919,14.95,26.05,13.23,40.45324364,58.67742797,47.5,42.81,24.41,52.62,58.11265083,25.10409103,17.95,26.07257951,38.35823879,20.49,26.67,24.2,7.35,30.59,36.07,54.3,64.4,40.44116585,33.815,50.4
29.56429407,20.35666667,9.08,32.85,56.24,46.22393039,70.09848349,43.61,11.78,3.44,17.23,33.37,37.79035338,16.54426181,7.95,37.85,23.51278651,80.37033692,29,22.87,34.79201494,28.61360196,71.33,10.58,23.45,41.68708216,6.39,12.77,56.47,15.16,61.27,26.3249171,53.89879266,22.65,57.94,56.71,19.51,26.52271415,15.84761002,45.825,48.7488364,19.12333461,50.03295481,77.94,22.18,18.36922804,58.66602536,38.76972792,7.78,26.44,38.02,32.45,64.03289224,52.815,23.62,5.23,34.39357945,6.641819056,16.9459754,33.63,9.95,22.08315723,15.55535856,73.1339592,5.64,19.70740171,42.62094228,53.60387524,18.76291338,36.62001908,20.3269975,19.12375529,23.13700662,66.93233149,11.47,50.29571213,76.9182957,39.28086151,19.16272162,14.37,32.62803373,16.61,41.8,31.32113605,12.81011353,23.16,33.99670319,18.63,26.08703297,29.59801886,32.02548708,37.35266682,29.65,15.71,14.94300596,47.71967109,2.14,63.9086427,23.22,33.15966989,22.3,20.16621627,8.35,25.055,39.2,63.65943854,53.935344,20.07,25.68178816,61.90161208,21.79241204,30.82787518,36.64977899,44.6,8.79,2.52,15.43,40.24,18.48,5.15,40.01,31.8,36.24,61.97221008,14.9,26.04,13.47,40.37723546,59.45585229,47.59,42.945,24.6,53.01,58.31489904,25.2499885,17.86,25.76172908,38.41331164,20.28,26.58,23.85,7.38,28.44,36.23,54.73,60.66,40.88607831,34.07,51.13
29.76198243,20.63333333,9.32,33.07,57.55,46.68756059,70.77428767,43.54,11.7,3.54,17.29,33.79,38.13851404,16.7473182,8.05,37.73,23.40312718,82.9063628,29.4,23.02,34.93758823,29.23699198,71.91,10.7,23.92,41.77550633,6.4,12.84,56.78,15.2,61.36,26.39394343,53.87231544,23.96,58.01,57.21,20.14,26.76165752,16.02421095,46.415,46.40537306,19.39227151,50.44418457,78.12,20.39,18.30965216,59.33152812,38.78889239,8.01,26.42,38.04,31.97,64.5227127,53.595,23.41,5.2,35.48240701,6.747384392,16.97412486,33.68,10.13,22.23682635,15.73076023,73.52361114,5.49,19.65058075,43.8376056,53.89160404,18.46615302,36.49578624,20.8279472,18.87833691,23.32296395,67.78160681,11.5,50.27650429,78.37605604,39.22216597,19.44818847,14.53,33.00964816,16.6,40.8,32.12325092,13.0818716,23.34,34.72013411,18.92,26.30210985,29.6446446,32.23399869,38.36546301,29.86,16.01,15.35663673,48.25209556,2.24,63.70775827,23.23,33.44635291,22.88,24.13536152,8.02,24.99,39.5,64.03363068,54.45133195,20.08,25.94951336,63.27499481,21.47359018,30.85486982,36.99801777,46.37,8.99,2.57,15.46,40.51,18.99,5.38,39.8,32.16,36.53,62.31650014,15,26.15,13.41,41.1879894,59.25878284,48.61,43.425,24.69,52.91,59.41281786,25.36670648,18.05,25.7131587,38.90896727,21.09,27.02,24.84,7.38,30.19,36.38,55.1,61.85,41.22549605,35.105,51.08
29.8015201,20.62666667,9,33.32,57.17,46.69683319,71.25568243,44.13,11.59,3.52,17.46,34.15,38.33746299,17.11475359,8.36,37.68,23.40312718,82.09558873,29.27,22.95,34.79201494,29.1034084,71.84,10.2,24.02,41.67725725,6.48,12.82,57.09,15.2,62.18,26.35080198,52.49550004,22.76,57.11,56.99,20.1,26.8381194,15.95914745,46.72,43.95953317,19.35385195,50.15044902,78.6,20.24,18.17064179,59.76214755,38.94220817,8.06,25.96,38.01,32.72,64.3891253,53.6,21.69,5.12,34.93799323,6.949717953,16.72077972,34.28,10.05,22.04248011,15.95232023,73.80193396,5.5,18.89003578,44.09697181,54.01628652,18.57145508,36.49578624,20.93391733,18.87833691,23.68509138,67.83822516,11.59,50.23808862,78.23313836,39.20862085,19.97053208,14.2,32.98238999,16.21,40.6,31.4757606,12.82885546,23.18,34.59819733,19.19,26.32003292,29.36489017,32.22452089,38.16104543,29.6,16,15.423198,47.67455037,2.21,63.07771164,23.14,32.85387466,22.8,22.46881358,8.01,24.955,39.31,65.24040034,52.77680502,19.77,25.84044013,64.35020891,21.37044193,30.84587161,36.45212995,46.32,8.69,2.6,15.19,41.02,18.6,5.3,39.5,31.29,36.47,62.91654852,14.95,24.94,13.38,42.31966678,59.1306877,48.19,43.355,24.71,53.45,59.20093879,25.27916799,18,25.7131587,39.12925867,20.95,27.33,24.56,7.34,29.63,36,55.81,60.91,39.43667279,35.69,51.27
29.87071103,20.83,8.72,33.64,57.35,47.00282912,71.58895573,44.11,11.58,3.5,17.96,34.03,38.48667471,17.1340923,8.52,38.08,23.4762334,79.54070763,29.82,22.99,34.93758823,29.25480312,71.72,10.74,24.63,41.78533123,6.5,12.67,57.34,15.36,62.65,26.58376584,52.75144649,22.54,56.9,57.31,19.71,27.06750504,16.27517018,47.185,45.5095782,19.4018764,50.19940495,80.17,20.05,18.12099523,59.57424089,39.06677724,8.07,24.06,37.96,33.01,64.3891253,54.305,21.69,5.27,35.13856673,6.976109287,16.77707864,33.8,10.04,22.16451147,15.64767523,73.89470823,5.59,18.84250172,44.7607972,54.39033395,18.99266334,37.04049947,21.01116426,18.90665441,23.48934682,67.83822516,11.54,50.52620613,78.09974853,39.38019243,20.02519594,15.02,33.46395105,16.11,40.6,31.4757606,12.99753289,23.2,34.43440165,19.461,26.15872526,29.70059548,32.46146589,38.48625522,28.82,16.28,15.37565424,47.71967109,2.38,63.87211826,23.01,33.36990411,23.15,24.10577783,8,24.545,39.41,65.93265581,52.78654064,19.8,26.10816533,65.20857312,21.67988668,30.90885909,36.5556604,47.1,8.55,2.55,15.48,41.72,18.5,5.21,39.37,30.96,36.51,63.57561806,13.6,24.76,13.32,41.33156041,59.17010159,48.07,43.235,24.68,53.94,59.30687833,25.27916799,17.99,25.54801941,39.0558282,20.65,27.06,24.6,7.38,29.58,36.06,55.65,60.02,40.05129412,35.47,51.54
29.62360058,20.91666667,8.24,33.57,56.6,46.46501809,71.61672851,43.3,11.55,3.47,18,33.36,38.42699002,16.94070525,8.51,37.76,24.35350798,80.04037073,29.43,22.84,34.81142471,29.1657474,71.53,10.68,24.37,42.04077883,6.55,12.81,56.64,15.46,62.44,26.41982831,51.30402517,22.04,55.39,55.51,19.38,27.48804537,16.70273033,46.77,45.72552875,19.37306173,50.04274599,80.6,19.92,18.0217021,59.28455145,39.23925749,8.24,24.12,38.7,35.43,64.18429129,54.745,21.59,5.22,33.45619792,7.125660179,16.53311664,33.37,9.91,22.23682635,15.7399919,73.70915969,5.56,19.0611584,45.02632735,54.49583451,18.75334047,37.14561957,20.90494973,18.88777607,23.4795596,67.31922358,11.59,49.4793792,76.88971216,39.14541027,19.83083553,14.54,33.50029529,16.05,40.3,31.49508867,12.92256515,23.07,33.85110703,19.29,26.15872526,29.68194519,32.29086549,37.69646003,29.04,16.21,15.00481285,48.38745771,2.32,63.85385603,23.27,33.37946021,22.68,23.67681431,8.03,25.93,39.31,65.75491454,52.46526513,19.43,25.94951336,65.00075862,21.28604791,30.7648877,36.24506905,46.56,8.37,2.49,15.48,41.12,18.24,5.29,39.11,31.36,36.35,62.82801679,13.65,24.16,12.99,40.95996486,58.78581616,48.12,43.025,24.84,53.28,58.43046944,25.14299702,17.51,25.52859126,38.95486131,20.4,26.51,24.25,7.31,29.69,36.17,55.49,59.78,40.1522021,34.975,51.45
