Date,ACIW,ACLS,ADBE,ADI,ADP,ADSK,AGYS,AMD,ASGN,AZPN,BBSI,BHE,BLKB,CACI,CAMP,CDNS,CEVA,CHKP,CMTL,CPSI,CRM,CRUS,CSGS,CTSH,CVG,CW,DDD,DIOD,DMRC,DOV,DOX,EA,ETN,FORM,GHM,HHS,HSII,HSTM,INTC,IPG,ITW,IVAC,JBL,JKHY,JNPR,KAI,KELYA,KFRC,KFY,LECO,LPSN,LRCX,MAN,MCHP,MDRX,MGRC,MIND,MPWR,MRVL
2021-09-15,579100,139700,2009300,4498500,1661800,1430000,67800,37998900,293400,570400,26100,245400,295000,173100,7535,1014200,97000,735600,112200,154991.0,4764600,330500,158900,2681000,0.0,90700,1296500,344500,87900,1454600,397200,6359000,2964900,309500,22700,89100,89200,123300,18796200,3040400,987200,23500,767700,357600,4363400,30100,162200,93400,382000,269400,206000,1142000,309100,3434600,1380800,104100,904,392900,4436900
2021-09-16,530200,217700,2046100,4582700,1430600,1433200,65000,38150300,274800,1903900,27800,190300,229500,192600,7443,983800,115900,676700,143400,217762.0,5122600,349800,113700,1900200,0.0,336600,2473300,218200,88900,1493700,409000,4637600,1479100,212100,18500,2400,103900,96600,19863100,2599200,851900,101500,623900,316000,2943000,24800,149600,87900,223200,184700,223800,1352400,290500,3386400,1956000,84000,1060,411800,4391500
2021-09-17,1714700,551400,3553200,13056400,3083600,2113600,440800,44528300,696300,993900,132100,707400,2436500,340800,34170,2759100,491600,1252500,362600,442528.0,7049400,1370300,561600,3759300,0.0,859300,3738800,584900,269900,1402300,780700,4178700,3115100,1034100,87900,16100,472200,290200,35359200,3827200,2025500,72100,2807100,827000,6146700,116700,630200,401300,673500,626000,804200,2014200,988600,10976200,8827500,324500,1424,811300,11428300
2021-09-20,598100,209700,2637400,10189700,1915900,1168500,79100,45228400,478700,336800,22800,226100,398600,186900,8435,1484300,167300,856200,101000,161228.0,5985500,446900,122500,2536400,200.0,284200,2549100,296200,159100,1371400,828700,3533200,1700800,253600,48700,7600,98500,80100,35051900,2657000,1085200,38400,1185600,452200,2303600,38900,159600,124500,312000,261900,510100,1324100,336700,5917800,1613400,75800,1195,500200,7158700
2021-09-21,728600,120000,2449300,4011300,985600,719900,65700,35481500,315800,307900,20500,108700,238700,199400,5065,860900,96200,830500,84000,72459.0,6040600,302800,98100,2322200,0.0,184200,2197000,154400,74600,585700,501700,3689800,1231900,257200,30900,4600,94700,56500,17968900,5705800,1026200,30200,894800,314800,1633900,29900,99000,103400,325500,181900,382100,1604500,769300,5091200,1612700,65500,430,328300,3468500
2021-09-22,830500,209600,5689600,3484500,968500,1054800,41800,34126300,238800,328200,22800,151100,447100,107800,6696,762900,120000,832300,84000,156211.0,4355600,315000,73100,1713200,200.0,188400,1474600,201800,68900,693000,569400,4214400,1343900,242200,52400,5300,79800,70000,18594100,3937800,1023600,18300,811600,292700,2449900,77200,129900,139100,187900,185100,577800,1035000,574500,3016600,864000,109000,293,339300,3595700
2021-09-23,812600,156800,2985500,3391900,1041200,1061700,44300,32816700,214100,349200,15400,127700,249200,103900,13839,999500,96100,626500,140500,70495.0,15617200,253000,116600,2723600,100.0,212400,1426700,119800,63300,579400,481700,2571600,2237600,249300,73200,6900,57900,41600,16474300,3919800,976300,32800,670800,283300,1849100,27400,104000,267500,274800,304500,262100,1100400,388500,3162800,1500300,124900,464,374400,4530000
2021-09-24,381600,180500,2809000,2393300,884100,1067700,50100,26482600,155000,369200,22100,96700,176300,130100,10152,882300,75400,909800,109500,45168.0,13368300,247300,142400,2989800,0.0,163900,1621600,121200,118300,376300,628600,2327300,1045800,202400,53000,2700,72500,50000,12976200,3274000,689800,20700,2130600,219600,1491000,33300,92900,109200,291400,158200,717800,727300,319600,1901800,815600,68700,502,201300,2912400
2021-09-27,1056200,167600,4152200,4497200,1357500,1677500,44000,51944300,249000,508800,38500,97700,234100,143200,7235,1047900,107200,740300,149400,101797.0,5941100,258400,199100,2884400,100.0,208200,1415100,233600,105400,614100,277400,3326800,1642500,227500,27100,2500,69700,70000,13899900,3219100,882600,23800,1052100,326500,1450900,56700,124400,95300,285200,166900,1123700,1089200,285500,2488800,1593200,68200,338,181000,4097500
2021-09-28,614300,197800,5108900,5494000,1245900,1835800,42800,74469000,218900,615600,19300,112400,234600,158700,10574,1461200,121700,1017400,113000,118381.0,7127100,273500,134600,2959500,400.0,244900,1349800,211200,88900,757500,393300,4349800,1806500,242200,21400,8900,149000,65400,24691300,3237500,1116100,38900,1180300,488300,1956300,39400,147400,66300,316400,198600,1058100,2088500,247900,4259400,1280600,69400,317,374900,6982100
2021-09-29,663600,219500,2726800,3498400,1001500,1163000,77300,52224700,149900,695100,12100,86400,122700,158700,11087,773200,89600,751300,75500,84036.0,4361900,275300,83500,2062100,0.0,331200,1208800,232700,74200,471400,306800,5656600,1590300,219400,39000,1400,121800,34800,20514300,2585900,879300,56700,3816100,321800,2502400,47900,86300,74500,553800,170900,754400,1657700,441000,4455600,925700,63400,353,340300,4583700
2021-09-30,486000,220000,2743600,4820600,1739700,1668500,132600,57636700,148700,444700,21500,112500,210300,142600,6209,1008700,72000,878100,84600,212554.0,5224200,329900,113900,2837000,0.0,269300,1242600,180000,83400,803500,554800,5017700,2122000,159800,68400,7600,108800,57800,20534100,3502100,1100200,26000,1828900,464100,3035900,37600,130400,116300,326900,414300,618400,1093800,425200,2830800,1495100,62200,206,365500,4970000
2021-10-01,460400,192500,2915300,3549200,1379000,1245700,99300,41491600,153700,281900,26300,164200,214300,112400,8391,1206700,127000,689900,114800,163983.0,4756000,314800,172300,2395700,100.0,331300,1425800,209400,68600,548300,315100,3196200,1605900,386900,75600,2100,169300,108100,19895100,2825100,1471200,33900,966200,354500,2072600,48000,192500,105000,305000,289600,524900,1115700,341000,4276800,1456300,61700,430,383800,6822700
2021-10-04,586800,238400,3977000,5377500,1453500,1747700,64500,41967100,189200,530600,18800,147500,193800,131800,5230,1206800,118200,737000,199900,100093.0,6393800,536700,138500,1967400,0.0,180900,1641400,258800,117500,683300,523000,3215700,1748600,341800,22700,5800,146500,45400,27353300,2610900,1683300,42200,838700,394300,2557200,26700,79000,87000,218600,234100,448300,1640700,253600,5449800,972200,98600,109,397700,6955500
2021-10-05,440900,156700,2337800,2899100,1039000,953700,54800,31455200,191600,551200,11900,227100,149200,169400,3535,1207900,124300,936900,1126100,82207.0,4050400,372500,148300,1856300,1100.0,330200,1484200,390400,58100,671800,444200,2682100,1762300,148200,86800,400,134300,57200,18129400,3378300,1372100,45800,1357800,405800,2139700,27000,88400,99300,382100,229400,308200,1205600,383200,4975400,1032900,77300,1907,586700,7195800
2021-10-06,416400,160800,2043200,2754000,1486100,940600,34400,39071700,160200,256500,25800,131400,149500,77800,6235,1295900,101000,734600,432500,63327.0,4745500,326300,114000,2304500,1200.0,219800,1801200,264200,42000,681800,392200,8344300,1067700,181800,24900,2000,80800,61000,20059600,2760400,1088200,40200,800100,441200,2393800,25200,85500,99400,273200,212400,330700,1590800,349500,2847200,1077300,71300,354,249500,16659300
2021-10-07,922200,262100,2648500,2174100,1439600,909500,33800,41543100,286700,1948700,54700,132600,193300,119000,3148,1384700,91500,746700,260100,55740.0,5374200,334300,114600,1516900,1400.0,230600,1579500,363500,62700,707500,336500,3627300,1783400,223800,10900,1300,150500,69300,20704400,2550700,795200,28100,891000,439000,2296400,53100,85500,186000,715800,141000,406000,1053500,348600,3126600,1218200,87700,161,221900,15222500
2021-10-08,496500,162400,2050700,3145900,1002500,797300,50300,30623000,219700,922200,62900,69500,138900,119000,4252,581300,91200,539100,130100,77566.0,2683300,182400,46500,2191500,1200.0,253000,1210000,128600,36800,546100,300700,2163000,1154300,197500,71700,600,70700,23000,16068000,2794000,871500,23400,445300,259200,1474800,21100,54800,103300,261100,155900,153000,867100,367100,4538800,985800,46600,397,260200,5665700
2021-10-11,609400,420900,1410600,1964800,816900,681000,40000,31284400,208200,2249500,50700,86100,104700,59200,5587,690000,56400,762400,84600,43952.0,2693000,146500,59100,1893400,563.7664233576643,242400,1299900,115800,40600,522600,324500,1908200,1179900,134600,17100,3200,90500,42700,14398800,2543700,771800,44900,809900,229100,1346900,15900,75200,75800,188100,128100,263400,892300,230900,2892800,899000,38500,173,186800,4063400
2021-10-12,554000,345400,1740200,3018000,1132600,1117100,42300,34039900,222300,1834600,31500,80900,146100,119000,5717,710800,108900,1022700,165800,130046.0,5970100,307600,131000,2672800,3100.0,216600,1429300,208000,33300,625600,448100,3091900,1270800,236300,21300,3900,70800,37300,32784300,2900600,871600,66400,669600,338900,1790600,21500,97400,65400,254900,146400,507500,1276600,307400,4855200,863700,43400,331,243600,6357800
2021-10-13,726300,218000,2142300,3416600,1129800,883100,35300,55631900,198500,861300,13400,89700,189600,76100,2417,1166000,82300,655200,118200,60319.0,6573500,528800,71600,2720100,1400.0,205000,1379600,200300,81800,563900,374700,3097400,1404200,344800,18900,16000,90500,42600,18534000,2548900,969500,16900,1224800,235300,1975200,27000,83300,79900,212100,149500,454800,1253800,452700,4826300,1034800,59000,451,248700,6696100
2021-10-14,592000,163800,2500900,5043100,1361900,799200,33100,46900200,261600,596200,24700,108800,211400,78500,3861,843500,89900,628100,185700,70326.0,5433900,268200,101100,2268000,0.0,183100,1576700,157800,87300,657900,287700,2434400,2075400,468300,6200,2100,122700,50100,26586700,3369700,1087100,21900,618300,256800,1619600,28800,72600,118800,137100,135900,347700,1549900,315200,3668800,1075900,44800,52,222800,8489200
2021-10-15,447700,607000,1960100,2887000,1747200,931700,80400,34203000,260700,576100,48700,110600,274600,128500,4583,919000,80200,674800,161700,95236.0,5119300,208900,128200,5901600,0.0,281200,2039200,146600,81100,887800,321400,3298800,1678800,269800,11600,29300,146600,66600,25231100,2269700,956900,63600,1231100,370700,2985400,31200,103200,113500,256200,175800,321300,1324800,288900,2837100,1655400,115700,1804,231500,5971300
2021-10-18,272900,311500,1905100,2541500,1310700,766500,80100,47537800,145600,507600,18500,85100,121200,90500,4230,1036300,72700,786800,278500,68100.0,5163300,176300,88200,2181300,300.0,260300,1178800,138800,43400,1031600,316800,1755900,884200,149900,12100,7200,124400,34000,22407600,2298100,711700,45300,642300,253900,1657200,19300,85000,54900,169500,190900,320100,1247400,361100,2387500,924900,81500,912,274700,5342300
2021-10-19,268300,347300,2470000,3336700,834300,849500,52300,39593900,163900,570200,31900,109300,78500,86000,3978,912300,88800,691900,151100,63252.0,3631200,295700,74100,1758300,700.0,235700,1790900,169700,180700,1746700,485800,1614400,883300,207500,15100,2100,100600,37400,18392900,4475200,542400,94600,859300,330700,1853700,24700,106400,93200,227000,114600,402300,1499500,1077800,2085400,1140700,67200,2275,172300,7367500
2021-10-20,331100,284000,1497200,3025800,1048700,915100,44700,34244800,175200,456300,34500,92600,145100,74400,2474,1238400,71600,653900,157200,74604.0,4487900,253700,62000,1765100,0.0,321600,1621900,152800,225600,1037200,374800,1763200,1146000,226100,11500,6700,83100,65000,16850300,4665800,663400,25200,940900,330200,2062100,16900,57800,54600,243600,295900,449800,1693300,437600,2697100,456000,47400,482,212500,3979700
2021-10-21,366100,179300,1586600,2744000,939700,1099600,47600,34794900,230800,298000,40000,82900,126900,103200,2322,1123900,85800,819000,205100,78228.0,2828500,239000,87100,1628300,400.0,191600,1403600,155900,123100,499400,338200,1853600,1368100,246000,4900,1600,82100,57900,38390900,6638300,521700,14400,757000,294700,1831200,16400,77800,65700,309200,164000,2328800,3065000,390400,1843900,1431200,42200,1328,265500,5297600
2021-10-22,482900,168800,1786500,3074300,1361400,1161900,62500,38992700,161600,306800,35900,83400,129700,97200,4226,879000,57800,708500,140600,74183.0,2927000,325700,84400,1726200,0.0,230100,1636400,157400,117200,532600,478900,2495300,771800,371600,38200,8600,71500,43800,109971900,3087800,520400,37900,724000,218300,2432300,13200,51400,52600,210400,145900,767000,1877000,411300,2460000,661600,36500,594,316900,5228000
2021-10-25,624000,186500,1629400,2498200,863300,913400,57800,47834100,370100,334900,27100,109400,143300,121200,4622,1591200,68800,847400,149400,136450.0,2993500,296100,93300,1600400,600.0,229300,2989400,155700,77700,533600,404800,2155600,1022900,384400,29700,1000,159000,60200,43178800,3522300,605800,93700,508000,218500,3578600,26900,123200,52200,196300,214300,657500,1282600,337700,2054800,1000700,35000,4374,227700,4999700
2021-10-26,535900,636300,2154000,2209200,1819500,979900,86000,59458900,188000,305000,32400,115000,178800,135100,6722,1800900,121400,1153300,300800,53236.0,3601400,383900,72500,3441600,1300.0,341600,2399800,104300,107300,389900,485400,1543000,983600,383800,17900,1300,212100,142000,68405400,3441600,913600,73200,569100,209500,4148300,25200,94500,51600,269900,227600,553900,1173400,424900,3469200,595800,56100,1195,182000,6211600
2021-10-27,1077200,230700,1629900,6263900,2043500,865400,395300,98245300,216600,496200,23900,101700,142600,150500,3052,2037900,86000,1216900,142100,70172.0,3742700,307500,100300,4054800,0.0,282300,2058300,174400,83800,481300,751500,1697000,1029700,192700,65200,3700,126600,84300,41081500,2681200,759800,34900,753600,603100,10148300,15600,78900,65200,182500,303800,1294700,1183800,468300,5055600,772400,71400,492,301000,4912000
2021-10-28,982500,595200,2085000,2781100,1428700,932000,232100,58002500,308400,1080000,37600,422400,224800,222800,4048,1037800,88700,1676600,176000,55022.0,3450400,299600,100000,5048700,0.0,212500,3204000,181000,78600,433900,844600,1372600,1632900,481100,26300,7900,101800,93900,31317200,2317600,1122100,34300,1426600,417800,5090000,20700,70300,64400,250200,304400,795400,2232500,313900,3506100,990600,139100,1269,432100,3526800
2021-10-29,704200,402300,1927700,3137400,1609700,1061200,242200,43320100,365600,454300,57700,300200,171600,237800,3013,1392000,102400,1649800,121400,75849.0,4251900,525700,149800,2616100,0.0,246600,1459400,299800,109400,650700,994800,1990500,1678100,291800,13900,3200,101400,87600,42301000,2388100,1480000,64400,854400,461600,4666500,44600,112400,67000,233100,354600,840000,1338100,344500,2594300,843900,192200,657,626700,5436700
2021-11-01,682900,487800,2215800,2180700,1173000,697600,111300,54559800,302200,458300,67800,224700,251400,121300,3052,1256800,195500,1604100,1393900,125357.0,3825100,796300,113500,1460600,100.0,310900,4064600,223900,87600,460600,602300,2068300,1637300,472700,14200,7500,140700,116500,28013700,3009600,1122300,83000,897900,270500,2938700,41900,98400,66300,247100,234300,1324000,1072400,384800,4113200,1391000,141900,1721,394500,6106600
2021-11-02,714600,330300,1770000,2405800,1249000,993000,76300,53491900,169000,325500,38200,199000,180500,111400,6161,904100,99900,1208800,394200,75919.0,4177500,886400,78400,2106900,1000.0,169400,2253800,260900,92200,430500,605200,2514400,2398100,303900,9600,1100,77800,74400,27193300,3847600,961800,68800,574400,621400,6169200,38500,125200,248000,261100,202500,1054800,897000,359300,3344400,874700,107500,603,318300,7087800
2021-11-03,943300,551300,1970700,1997700,1079300,1409200,63200,59537800,211900,297600,51000,143300,173800,129300,6130,1459500,80500,1019200,347800,188677.0,3260200,668200,164700,2841300,200.0,136500,2387700,320200,88800,358100,1337100,3562300,1953900,388700,30200,0,100300,62600,23962100,4121800,882900,27600,648900,1068500,2790600,59200,498200,111700,270300,200700,2792400,790800,256000,4067200,1296500,113100,587,266200,4134800
2021-11-04,1563100,791300,2480600,5252700,1190400,956800,51300,84825200,242600,473300,86000,187500,554900,118500,3043,1232100,102000,911800,136400,142969.0,3833800,393700,319700,2257800,0.0,205900,5061600,597100,66800,384700,734800,3496100,1147600,394500,19600,2700,191100,49500,24806000,2806000,1183000,55500,705900,454500,1792100,29800,161600,158300,298300,156300,1209500,1796500,575900,6614500,1309600,58700,679,700900,8692300
2021-11-05,5500800,485000,2517600,3415700,1394700,1306700,68900,64920600,347000,235900,41900,207300,402400,93900,4722,841200,113600,770500,122800,88575.0,4681800,627800,235800,1791900,200.0,154900,2781000,340900,118800,586200,777500,2757800,1217600,406200,22600,800,127700,66200,36816200,3324300,841100,39800,707100,566200,1832100,35600,173600,126200,312700,150300,882700,2102800,288700,6066500,1658200,78200,402,373900,6343900
2021-11-08,1459500,382000,1497200,2582300,1366200,911400,81300,141493800,265100,319100,47600,138000,369800,77100,3678,645900,165500,905400,270800,110766.0,3893000,641700,131200,1393200,200.0,87000,4319900,244800,46100,572600,843400,2538200,1695300,286400,13400,0,103700,35100,31647800,2789800,683900,13600,766600,971200,2193900,29000,93700,110100,279600,176900,587600,1259800,251900,7440600,1532000,60600,787,244900,6823700
2021-11-09,1782700,383300,1128000,2508500,1093100,1110400,58300,98442600,207300,210200,22800,135000,162600,93200,2217,1366300,159700,1365800,202700,161643.0,3126500,452600,195800,1787200,300.0,117400,7457900,250000,48100,393000,895300,1796000,1036900,199700,10600,0,89300,37100,22508400,2127700,679200,14500,508700,920800,1406700,16600,126800,82300,283000,124000,949700,1204100,417800,4919200,1262100,41900,514,297000,4937900
2021-11-10,1102500,612300,2038200,2735500,1081000,1148600,115600,82989200,156800,164500,31100,185600,173700,67400,3130,889300,317100,1022100,111900,215463.0,4350900,436000,134000,2253500,0.0,128500,2781000,324500,48100,391600,833700,2058800,1314400,210600,5100,3900,134000,52400,25040700,2250600,645200,18100,433300,615800,4444900,38200,206700,86800,246700,93100,729100,1089800,285600,5913600,1421800,118700,905,209800,6471400
2021-11-11,682200,300200,1271100,1703300,709700,720400,110300,67934800,240100,315000,20500,125900,115400,91400,4930,655100,99900,769500,90800,119956.0,2681900,338600,113300,2100000,0.0,102400,13647900,155200,45900,563300,568000,3109500,1156000,316300,5100,1600,96600,46400,25420000,2952900,523000,26600,385700,408100,1548000,30400,229700,128900,190200,84300,420800,819800,292700,3787900,2445500,49100,323,193300,5485300
2021-11-12,683900,324300,1286500,1847600,1207600,709700,40200,52162100,205300,415500,13700,109600,122100,80700,7857,686900,114700,1073000,180500,201987.0,3803700,426800,85500,2131000,200.0,108200,7937300,187200,95300,564700,722100,1613600,1188400,208500,6800,84100,104400,42900,23884800,1964500,1078500,24300,905200,1114800,1930700,24400,229100,104700,138000,82300,892900,1059100,480700,2565300,2876100,46200,513,248300,5454900
2021-11-15,643600,357400,1077600,1337200,1028800,865500,66000,52271300,169300,265200,37900,195500,106000,52300,9578,780400,92000,808000,121900,171340.0,3595300,367800,114500,2007700,0.0,157500,4872300,303100,105400,644100,635400,3850900,1019600,355300,9500,11600,234600,303100,24695800,1858100,756500,43900,511100,430800,2052600,96100,137300,116800,189000,115900,537600,1353400,350900,2656700,2119100,59000,587,197500,4021200
2021-11-16,759200,511400,1422000,2126300,1454500,1161700,59200,53100800,226500,265800,15300,109400,164800,79200,3165,949400,121500,1209600,181600,130783.0,2989400,538700,173800,2006200,0.0,171300,3262100,167600,117600,600000,1190900,2977500,1434800,352800,11600,62200,123400,77100,30927800,2823000,872600,51600,614900,424300,2285300,36600,139600,108700,163700,152000,443300,852300,254300,2668300,1551500,66500,515,222600,5087200
2021-11-17,1032800,367200,1221900,2242300,1080300,1401000,65700,54527500,183800,148200,14900,168500,329500,83700,7809,1186100,115700,953400,112600,119185.0,3864700,390800,281200,3018800,0.0,114500,3477300,246500,108000,484500,713500,2245900,1433300,271100,15100,6100,178800,81500,23546900,2430800,957800,29900,587400,1131500,2905000,20100,124800,133800,187500,118700,901400,906600,430200,2986300,1662700,53300,173,244000,4145700
2021-11-18,990200,315100,1493800,2091800,1151000,1194900,75200,60612700,205100,180000,59500,178500,287600,86200,3857,905200,113700,1188100,198600,128803.0,4443100,404300,130000,4304800,0.0,213600,2745100,303300,101200,668800,863000,4120500,900800,381900,15000,2400,122000,115300,30658200,4416200,852400,55000,534400,847800,4798100,30200,222700,123900,296300,153000,852100,1000200,375000,2270700,1825000,81200,651,223400,5796100
2021-11-19,563000,303000,3090900,3299800,1301700,1355400,79200,41668900,183900,187800,39900,231700,205900,82300,10726,1177400,82600,839000,114500,487380.0,4758900,367500,333400,4154400,100.0,151400,1943300,242200,63400,539000,449700,3972400,1334200,253800,20300,9800,147400,118700,27607600,3984400,1047800,22100,683900,849900,3500900,34500,123100,114700,194100,207600,1015600,1833200,369600,2568700,2504700,57100,1019,267900,5458300
2021-11-22,616200,490800,2284700,5228600,1080600,1379800,82200,58674100,205500,172000,48200,176600,289000,126500,8830,1082300,126300,1504600,180800,179652.0,4474700,571000,239000,3135200,200.0,152900,3237300,393800,95400,432700,607900,5198500,1254800,439200,9000,3700,169500,80000,33389600,2488200,801300,32800,740300,584200,4445200,37000,146600,108400,259900,227300,786500,1875900,225500,5895900,1639100,64000,2024,239500,8644300
2021-11-23,630400,477400,2502800,4976400,1456800,2303400,77100,62852700,300800,265500,22500,222000,277500,84600,3843,1618000,100800,1688900,111000,136567.0,6431100,379300,151900,3351500,200.0,137400,3140700,240000,76100,412500,713300,3765400,1054300,408800,8600,4300,119300,89900,44713300,3612100,802700,10400,1000600,498000,2925300,41900,165700,135000,179700,143600,1335400,1753100,249000,6724700,1682800,81300,3631,303700,5790300
2021-11-24,356700,246500,2426800,2914800,1511100,10904600,23500,60677100,136400,259800,23800,167700,146300,66600,2426,1092600,60200,1004800,96200,119471.0,5091400,249500,90000,2205600,2000.0,124200,1562300,122400,61800,452000,704700,2851100,1235900,168100,6500,39000,52600,34600,26035800,2018400,888000,13800,423500,496700,5292600,33500,125200,75500,161500,85600,939700,1215200,286400,2205800,1148300,32100,818,269800,4826000
2021-11-26,537500,240400,2204000,2539100,1366700,2180900,54700,36245100,214500,293200,41300,115500,157000,36100,5952,1131200,85800,651100,114800,92766.0,4195300,243300,117100,1727600,600.0,141300,1406400,126100,76000,546500,453100,2264100,1121000,193400,21200,1900,86900,52700,25269000,2411800,1061700,28800,547200,372800,3094100,73500,106000,102700,192800,103100,442200,837700,235900,3198600,1013400,52600,510,195100,4596000
2021-11-29,782600,519500,2728800,4374800,2094300,3192400,128300,57438900,211600,280100,22900,176000,253500,61700,4822,1511300,120100,1276100,105700,199278.0,8215600,248600,164200,2404200,0.0,212100,1822100,205100,90900,785900,530800,2279200,2068700,229300,21400,14100,179200,113900,31478900,2819100,846400,143900,670800,748900,3767500,36700,134000,214800,357800,115300,695500,1963900,536600,4371900,1761000,108100,789,294000,9161400
2021-11-30,1085100,983400,4703600,4561800,4374200,3072700,138100,75182500,302100,498400,30700,295800,254600,172600,12022,3117700,154700,2196300,110300,168635.0,13597600,493100,375600,4891600,200.0,230400,2561900,335700,115100,1728800,697700,5192800,4247200,267300,58800,13300,184200,106500,49460800,8506800,2850700,433800,1485500,1354400,6785900,78900,331200,252300,342900,218100,1050900,2725400,465400,7392200,2592500,150700,424,397400,13173200
2021-12-01,843400,682200,2831800,4831300,2391600,2318400,178300,64039100,250600,363200,41300,258400,240400,106100,7865,1486600,129800,1074300,166800,182416.0,30723100,514200,332300,3123400,400.0,203400,2269300,260700,115100,779300,791800,3654100,1947100,378600,23400,69400,168100,114100,35093500,6385800,1095100,161700,736700,946100,3580300,75000,223300,138600,395600,313100,1257200,2524900,522500,6156300,2838400,144600,323,303200,8805800
2021-12-02,916500,332400,2675400,3795600,2121700,2473700,110300,56161200,175200,428000,35000,148600,182100,129200,6117,1804100,104300,759500,100600,126927.0,12200800,783100,215400,3070700,2600.0,375500,2007900,301400,112800,695800,703000,3107200,1413200,234600,17200,10700,100800,75200,37240800,3412200,989500,48700,948900,673900,2432900,47400,153100,118600,226600,157600,1670200,2300600,663700,4223000,2538400,81500,486,264800,10772600
2021-12-03,805100,339100,6741800,2958600,1561700,2411400,59500,65910000,249600,248900,13900,151800,266200,118200,5835,2332200,109600,948400,104300,114538.0,8944000,448800,201000,3494000,100.0,258300,2382100,236400,171200,855200,822700,3371300,1360800,285600,17600,10200,113900,77000,32224900,4157800,939100,27600,803900,819900,3706400,23700,120600,80400,317100,125200,1327600,1385600,475100,5530700,1907800,41800,435,200900,51023700
2021-12-06,1298300,318800,3170000,3938200,2289600,2260100,119500,66776500,171800,285700,20600,164400,208100,171600,6826,1463700,104000,2176400,103500,68659.0,7123000,629600,144900,2877900,0.0,201100,2258100,196000,57100,525500,734000,2863800,1733500,270000,24700,41500,186400,96400,40336000,2863300,969300,10200,1016400,627000,2202000,26600,173800,89300,394000,218400,1912200,1266500,572500,4746800,2557200,150900,360,591000,15634400
2021-12-07,1093000,713900,3943500,4850000,1753400,2716400,93600,53359400,192700,218000,25900,183500,157900,107600,6878,1564300,111800,1215800,195000,91430.0,7401200,741900,386500,2848500,500.0,174000,2923400,184200,112700,720500,595900,2650200,1884600,215800,16800,17200,108700,60800,91731500,2945200,1090800,13300,636800,1012500,5665700,36900,116400,59300,304300,191900,824100,1601600,456600,4043000,1513000,109000,542,392500,21126700
2021-12-08,899300,467300,2416200,3167800,1045700,1824700,39800,40977500,215800,243000,12400,85500,147000,129200,5117,1151500,117700,1055000,121300,54745.0,4586500,718900,100700,2472200,0.0,205100,2455500,187800,70400,473500,400900,2553700,1986900,230100,27800,2500,78900,39100,37143400,4981900,974300,24100,646500,434300,2989100,37700,103100,136700,536000,124200,912200,1163400,325200,3864400,1463600,85000,695,227000,14554700
2021-12-09,679000,326300,2550700,3457800,1326200,1583000,80400,53019900,172800,281800,12100,97000,264400,115200,2604,1042900,72200,796200,91200,93230.0,3967000,1313100,112900,2160000,0.0,167000,2212600,142400,58800,331800,533400,2485300,1844800,188400,9500,6500,90800,69200,31694200,3903800,662600,26700,775000,429200,2829700,22900,109500,72300,327800,159500,977900,1082800,434300,5070900,1330100,164800,545,452000,11836000
2021-12-10,517900,448600,2873000,2570800,1276100,1237400,58700,42224300,218800,311500,22100,156000,163300,159100,3374,1249300,107400,940100,143400,106416.0,3480100,628800,203900,2435900,0.0,152100,1603100,218700,163000,552200,643200,2186600,1432800,182600,5100,8400,95100,72400,23783600,4479300,721600,34900,2013200,402300,5394200,25300,80600,128400,586000,119500,885600,879300,406900,3327800,1154900,82400,1435,505400,9660000
2021-12-13,659500,422200,3829400,4457700,1638900,1293200,67800,42174000,153100,262700,51000,145800,276500,231100,6391,1491800,114200,1168100,158000,103121.0,3625700,1496700,303000,2180000,0.0,242600,1588800,211100,163700,533000,636500,2292900,1598800,306000,74800,18700,111700,93700,35726900,3972400,1114300,238900,1152000,863500,5253300,25500,272700,134400,453900,239600,935700,1244000,555500,2798200,1277000,91900,64136,695500,7371500
2021-12-14,914900,363600,5934200,3770900,1501300,1145900,67100,50754600,246500,168500,90800,170700,371800,143400,5970,2500900,87900,1008000,298600,74215.0,7227300,788500,473000,2490100,0.0,204900,1584800,232500,162000,724600,723100,2107800,2838000,210600,91100,12400,194400,68000,34120400,5579500,860200,232800,1143600,473800,7710900,59500,169300,257100,638800,271200,1074700,1389200,512800,4250600,1279800,160700,142482,514700,8596000
2021-12-15,916900,474300,4288800,3598700,1536400,2003800,98700,72425800,229000,269900,89700,183400,386900,113200,7417,1813100,124500,1148900,228700,91427.0,6484900,651100,714600,2938000,0.0,187300,2574500,361500,81700,812000,696100,2471000,2263800,349600,44500,39700,132900,160400,32590300,3954100,985800,365800,1162100,616100,5211900,44300,216100,123500,590400,274600,1233300,1362700,559200,4499300,995600,112000,13950,525300,14422000
2021-12-16,1122600,462400,10961200,4817300,1597200,1956000,123900,63369600,255000,303200,62000,249400,288700,138900,18226,1573400,161000,1299800,176100,68830.0,6556700,549800,371300,5230400,1000.0,228600,2253600,205800,111700,1019200,688000,1694800,1403500,649400,10600,44900,163300,129900,33132300,4190800,1097100,242000,1938300,791200,4212100,32500,170200,90400,567600,344600,1298300,1377500,413700,4718900,962900,144200,4226,432900,17014800
