Date,ACIW,ACLS,ADBE,ADI,ADP,ADSK,AGYS,AMD,ASGN,AZPN,BBSI,BHE,BLKB,CACI,CAMP,CDNS,CEVA,CHKP,CMTL,CPSI,CRM,CRUS,CSGS,CTSH,CVG,CW,DDD,DIOD,DMRC,DOV,DOX,EA,ETN,FORM,GHM,HHS,HSII,HSTM,INTC,IPG,ITW,IVAC,JBL,JKHY,JNPR,KAI,KELYA,KFRC,KFY,LECO,LPSN,LRCX,MAN,MCHP,MDRX,MGRC,MIND,MPWR,MRVL
2021-12-17,1711200,916900,7999200,7659800,2452100,2763900,630800,55642100,781600,978000,110900,683600,961900,401700,47822,3447100,321700,8396000,530800,487083.0,12119400,933000,640600,7361900,100.0,738700,5640000,614300,252000,1729300,1239700,3502800,2666700,1832200,29000,20600,960200,573000,50102300,5502400,1982100,1396800,3118600,1024300,9816600,92000,752000,241300,2105300,1156800,2521600,1563300,729600,9002400,5826200,195700,2361,736000,16185600
2021-12-20,986900,413200,3441100,4087400,1137800,1651600,128100,38195400,229000,349200,98700,250300,241200,206800,8996,1255100,158600,978100,101400,67178.0,5580100,465400,356600,2055300,0.0,254300,1424000,304400,69500,939800,581600,2592100,2146700,330000,26000,23600,187300,209900,30140300,4073600,1128500,89700,999600,406400,2473200,51100,167300,97200,539000,403400,1160200,911000,263600,3088800,1638900,117700,3580,398500,9546800
2021-12-21,645200,296300,4104700,3018100,1105400,1103700,68400,57785200,245600,315400,58300,296700,172400,186900,18513,980600,132600,804500,154500,62928.0,5428200,265000,246700,2186100,200.0,198100,1735500,217700,49800,556100,461600,2251400,2014100,243300,44200,33800,119900,94200,31956300,2262000,889200,149300,1877600,308100,4064800,38600,133700,85100,304800,179100,1189600,1340500,284500,5626700,1718600,83900,2349,260300,10103700
2021-12-22,978300,184100,4526200,2025500,1340600,979600,51200,46923700,198700,253300,37200,152700,130000,203900,69004,887400,95300,796200,232100,81035.0,4982400,275000,98100,1947200,300.0,136800,1519100,128800,43800,388000,376700,2153700,1259800,356800,33800,23500,80300,69900,23307900,2201800,601700,37000,1048100,358900,1902300,20400,108000,145200,270800,128100,578100,1042400,340200,2551200,1361000,63200,1319,208000,9516400
2021-12-23,517000,275900,2147700,2026200,1532500,1079100,35200,48653800,184200,127100,16600,141800,93000,84800,24700,752900,62400,512900,171600,60277.0,3769500,211000,106600,1647300,0.0,118000,1007300,136800,79700,470900,328800,1594000,861800,158700,34800,19300,46000,113100,25198200,1894000,614800,26400,1065600,313800,2111400,17000,188100,77000,360200,122400,460400,867400,251600,2193700,1421900,71000,797,236000,8016500
2021-12-27,506900,387500,1980100,2134900,1020700,721700,75600,53296400,111400,111600,34300,92400,126300,91300,19039,933600,79000,513000,98800,52431.0,3531800,228800,211200,1883500,563.7664233576643,107900,1414600,197700,46200,466000,222300,1377300,730700,269500,14200,19200,200700,55800,20985400,2246100,664300,41400,838300,233800,2857400,31200,110700,59900,167500,122200,509500,1014300,359900,2311200,907900,34500,867,194500,7116000
2021-12-28,563500,308700,2107800,1634800,924400,681800,55800,58699100,127500,100800,38300,165100,97400,50800,20096,1025200,80900,433100,55100,48844.0,3293700,212600,280500,1516500,563.7664233576643,120200,1320100,155800,94600,402600,257600,1230700,672300,167400,19500,52300,72400,41900,19290400,1386500,635800,36100,682000,150600,3582300,44000,98700,111200,164900,97600,913500,781600,170900,3334800,1203500,46700,849,157800,5798700
2021-12-29,589300,283000,2484200,1685500,936800,547800,69600,51300200,82300,111900,27200,155400,96200,54500,18552,1092500,76300,605500,73500,48140.0,2592700,167600,145400,2060900,0.0,101900,1397500,126700,89200,367800,357100,912300,1467500,157000,6500,36200,69400,50300,14174800,1565800,1038500,55500,501900,193100,2243800,22700,104000,143400,124200,146500,772000,690200,160100,1451400,873900,37800,849,147600,3583000
2021-12-30,456500,725800,1564600,1638600,753300,696400,79400,44358000,102000,158300,21500,141900,119800,47200,11000,1100100,96900,481700,57700,46242.0,2950600,148400,121600,1412700,0.0,105900,1726400,105800,99800,302700,222800,1177000,884400,225000,31100,22700,94300,124500,18359400,1487900,555200,60900,664700,211800,3026500,28900,150200,66500,199200,147900,592500,521600,144200,1659400,835900,57300,464,175100,4303100
2021-12-31,461500,449100,1581400,1917200,884200,643300,126700,49448100,83300,73400,33000,122400,193800,45400,13830,1685700,99000,387400,78200,41290.0,3169300,228600,148000,1356500,0.0,118000,1594500,230600,84900,346300,223900,1610900,838600,155100,18000,30400,72500,74200,16319000,1898900,533900,25200,557900,228000,2710500,33400,104400,94000,303100,123700,546200,713800,216100,1450500,1218100,50700,549,166300,3611600
2022-01-03,720100,652900,2862700,2667500,1397000,1082800,95000,59396600,144500,233000,29100,114800,138000,87500,27678,1104200,90700,615000,220400,38720.0,4316800,399000,277100,2673800,563.7664233576643,124400,1851000,324100,55900,786100,420800,2033900,1307200,416500,28000,32400,92700,73200,33857600,2835200,839700,2825000,737600,507700,2834500,28000,249200,132800,330000,205800,476400,1060200,257600,3183500,783500,71600,674,300800,6813000
2022-01-04,1135500,789100,4344800,3889300,2124400,1282900,80100,80200500,261600,222000,35900,183000,813700,106600,15422,1690800,99700,875600,148400,69062.0,7240700,329700,374300,2702700,900.0,152000,2055000,264600,105600,808600,512100,2110800,2065400,329500,17700,52000,118700,59300,45681400,3275100,797700,596500,816800,771500,2722300,19700,150700,60700,281300,240300,846200,1456600,294800,3029800,910200,64000,399,328400,11874900
2022-01-05,630700,461500,7394800,3655200,2181200,1559900,119400,65403200,214100,394500,39500,114500,585400,110700,21257,1733300,117300,739900,103000,67998.0,18882500,560500,269200,2523700,500.0,170000,2066900,209600,179500,758800,667100,2531600,1718600,269500,22200,4900,94500,70100,59109300,4178500,1120900,332100,811300,870800,2484000,19400,131000,76200,314200,141200,964100,1399400,486000,4219600,1087000,71700,363,473700,11010500
2022-01-06,497100,454700,3913600,3584400,1946500,1679400,92400,64802900,196800,243000,69200,115300,262600,79500,12170,1443000,108700,991900,89200,77162.0,9376100,329600,406700,3207600,500.0,103000,2398700,135400,102400,752800,479100,2270700,1433800,548600,20800,77200,140200,82300,35757900,3238100,732600,181500,667000,530800,3091900,17000,129700,83400,314700,230500,1055700,1189600,335700,3039500,879200,50400,455,387700,9697100
2022-01-07,508900,402600,3605400,6747500,1462000,1179000,94300,58441100,174300,271600,23900,89600,259600,74000,22109,1590200,96600,1549200,146200,88257.0,6286700,391700,400200,2755000,200.0,89900,2159100,316400,102300,1057500,468100,2436000,2079800,325700,5800,8000,67000,55000,30717200,3489600,695500,111900,1911100,416700,2066700,23700,91000,82700,438400,173300,609900,1569800,405800,4607500,820200,68000,675,411200,10289300
2022-01-10,510200,584600,5429700,6017100,1929300,1637500,113800,84671300,170200,644700,35200,91800,392900,107200,16800,2105100,136800,2009400,90600,69753.0,7803800,396600,170900,3504400,1500.0,161900,1999600,394600,127600,681000,390700,3053200,1896400,419900,12600,11000,86100,80100,49260800,2927300,815300,98800,933500,431300,3897000,33100,127600,127000,481600,185100,887600,1624600,471300,3670900,964300,72700,1009,441300,16685000
2022-01-11,583800,338700,3422200,3789300,1293000,1373100,83400,77153900,167500,454300,36000,137600,382600,117500,14861,1240700,104300,1016500,75900,97580.0,7635300,469200,155300,2797400,500.0,121600,1649300,206800,60500,533000,706400,1797200,1075600,336300,9200,22900,86600,87600,39795200,2655500,696200,98400,791900,412500,4985200,59000,94500,170900,278200,130500,991700,918900,401200,3568600,623300,65600,525,448100,15358700
2022-01-12,708800,352300,2901800,1993400,1202500,1186900,83700,69669600,208900,400500,42200,157800,194400,84800,30726,1137900,178400,719500,118600,76618.0,6718900,404500,340300,2858300,100.0,93200,1284600,298600,62700,392100,495900,1677700,1983400,330400,11700,19300,87400,101300,29136800,2600800,783700,63600,670000,449000,2940100,31100,145700,172000,355100,141000,580900,928600,360600,3117900,618700,66300,454,359600,9308700
2022-01-13,560700,431200,3406500,3954000,1110600,1297900,88900,76618100,201300,252500,24500,112100,335900,68200,10839,1455600,89900,1042800,83500,58929.0,6680300,387800,157400,2556600,100.0,122100,1104800,237700,113700,527500,468500,1343500,1336100,426200,14900,10900,91400,54700,29605400,2945600,702400,63300,659400,512100,4729400,24000,122100,100100,220400,216200,687600,2913500,370700,3711000,435600,47700,596,309600,13860600
2022-01-14,690600,296300,2659800,2869600,1562900,1856700,64400,71078400,194200,546600,40900,121000,396400,61600,9996,1412500,80800,2018900,107500,79872.0,5805100,318000,197100,2327000,800.0,119500,1131600,220900,239600,718700,365700,1633400,2824600,262200,21100,7300,91400,46800,30151500,2480800,1078300,84200,502900,517500,3074400,42900,100600,83300,173100,201400,742400,1941600,491100,3996600,530400,30300,266,462500,14780100
2022-01-18,487700,425400,3461000,4160300,1939500,1612900,74500,56527400,234600,204300,25500,109900,738200,135600,15583,2284300,114800,1672800,197800,104399.0,6032000,451100,129600,2345900,0.0,118700,1350600,257900,116100,975100,340400,8758900,2106900,575000,24700,27400,74600,73800,35313800,2913800,1107400,151000,935800,532900,4009100,24900,88200,123000,277800,173800,637400,2006900,422500,5489800,605800,59600,442,363700,12375000
2022-01-19,769900,477700,2985900,3736600,1613900,1609600,101100,69831800,253900,315600,31600,196400,635100,74600,12826,2033700,121300,1128100,105100,87956.0,5332600,441000,208100,2626000,400.0,106000,2220000,261300,183100,654300,452600,3820300,2368300,355700,2400,32300,110200,104100,30595100,2562600,1159000,118000,913000,633500,3475300,21800,114300,116800,205200,139000,846900,1834000,344700,4254400,615900,78200,460,547200,12153300
2022-01-20,512600,315000,3208100,4021300,2051800,1908400,67300,91157300,236600,331500,48600,132900,393900,94700,13943,1356200,100400,1429800,208100,65192.0,5663700,253800,167500,2453400,300.0,95600,1965100,364800,106900,989600,568400,3116900,2067500,280300,9100,6100,99600,88000,28582600,3500600,1136100,355700,602400,710600,4510400,31700,142900,99600,202200,156100,668500,1944400,301100,5237200,1047400,63700,527,454800,10401200
2022-01-21,722900,474500,4276100,5547500,2164400,2880200,84900,95685300,332100,605500,41700,158500,275900,160200,15496,2091200,160100,1563000,272100,86607.0,9128400,299700,335600,4225700,0.0,167300,3444900,337900,502300,650000,536400,3120000,2242000,480900,17800,7400,100500,91600,46372400,3654800,1572000,202100,1199700,711700,6082100,71600,142800,95800,294800,184100,1046300,2222200,369000,6026900,863500,138000,608,610500,14820400
2022-01-24,859100,632200,7538000,6665200,2981600,3647000,163500,116210100,257400,385800,76400,217500,370000,143300,23765,2494500,188200,1435400,190500,77682.0,11664300,409800,258400,5056100,700.0,124000,4774200,414500,232100,1095100,602100,4262100,2614400,598300,21600,8500,125200,94800,64198400,4571000,1363600,116200,3467500,530800,6438600,111700,146400,124500,355600,285400,1340200,2489000,532700,7056200,1065100,149000,870,752600,22085000
2022-01-25,719200,342300,4051500,4064200,2487300,2851300,131900,85102900,269700,602800,39000,173500,537800,161000,34322,2462700,86300,960100,294000,75795.0,9092700,286400,324600,3805900,900.0,236300,2552300,596000,267400,935500,836400,2386400,2487000,458600,10000,4400,199500,87100,44095400,3660700,1150200,86000,3452500,694300,5682100,54600,125600,117000,434600,253500,1220000,1884600,366800,5095600,9268500,81900,701,583900,17846800
2022-01-26,822000,465200,4449500,5850000,5686900,1989200,174100,94752600,254600,392200,36700,185300,440400,153800,16957,2266400,155500,1371700,139100,108558.0,10029600,556600,217900,2866600,0.0,136200,1845600,449100,243300,883600,625100,2333800,2024100,434600,7500,2500,107700,78800,54895400,4062500,1064300,44100,1553300,614900,9172300,73200,122500,156300,347200,327900,1424400,2363700,464400,5657000,3625400,143500,308,742000,19451800
2022-01-27,523400,467000,5865400,4691100,3526600,1562800,102900,125954100,216700,485700,31400,216900,674400,500000,12513,1576300,119900,806300,115900,96480.0,9462100,439600,226600,2837800,0.0,118100,1592700,470300,152400,1438700,412100,1781500,1679300,488100,39400,21200,132700,59300,89642800,7097600,1068600,99300,1491300,919700,8171500,23900,153800,92700,598800,276400,1469300,3094300,301300,5501900,3657100,77500,273,495000,13587900
2022-01-28,1021900,517700,4339000,3839700,2261800,1958800,144400,98749500,329700,459900,50200,156500,266700,248300,9652,1578100,143600,816900,107700,67927.0,8254900,587200,213900,2491400,0.0,167600,2019600,311000,125700,1205600,424000,2155000,2339400,585800,4400,16300,98300,60200,61945400,4293200,1200900,241200,1695800,669800,9390000,29600,111900,87200,661400,328600,1383100,2002400,328800,4636100,2197100,132500,331,623100,11456300
2022-01-31,629500,479900,3995100,4504800,3113300,1415700,108000,97206000,379100,357700,56400,207200,395700,232500,12987,1648000,207900,1365700,113100,101662.0,7084200,1581900,414100,4080700,600.0,457400,2295100,484600,145700,1536900,863500,4471000,2192600,383300,16900,26600,155300,73600,51828400,7917900,1271800,135000,1084200,603600,11592500,30600,117900,70500,724800,494000,1296100,1900000,759100,6281500,3500200,94900,395,538000,12501700
2022-02-01,446100,278800,2307400,3038000,2122700,1468500,91300,122467900,272100,208700,44700,193000,327800,256300,13322,1557100,177600,923700,197000,61912.0,6387100,3342200,298300,3224300,0.0,174800,1757700,341700,147800,1019600,747900,3828000,1571400,324000,19800,12000,114000,74200,35386100,3433600,1113200,116100,1175200,630700,5119100,20800,87600,110700,779400,172700,1769700,1135500,505300,3920900,2930600,169700,169,385800,10089300
2022-02-02,515300,301300,2494100,2824500,2149900,1431800,96900,180065000,280400,188900,33200,272200,202300,285700,9374,1439100,150100,1705900,119300,78159.0,9378900,1170300,422400,4075600,0.0,246200,2771300,314200,136900,952400,1118200,5723700,1565600,433400,13800,11000,94600,74700,37962700,3184800,1839500,42000,1264100,467100,5765700,35000,97500,92200,326300,160600,1337600,1662200,384800,4649400,1981200,106300,273,498600,11005500
2022-02-03,434800,319000,3058700,4452100,1938000,1570000,79600,103599500,228700,306700,82100,270300,219200,266800,8865,1763300,90700,3049800,87800,74032.0,12826600,773000,463600,3680600,600.0,156800,2056900,219900,146500,977800,748900,3409200,2492400,826900,30800,19600,62800,74600,42145800,3309300,1555600,66100,1201600,640000,5049500,32000,84300,76800,335900,287400,1216900,2007600,269300,8356600,3766700,69200,191,502500,11944300
2022-02-04,420700,291500,2583700,5174400,2016400,1458400,98300,86212000,163700,278300,34200,228000,173400,137600,12717,1398600,90000,1342800,108900,51619.0,6176500,601700,225800,3105500,600.0,118300,1577900,240200,64100,1466800,936600,2397200,4095500,476400,9500,78000,128600,73300,32431500,3172100,1726000,63300,626700,669500,4290500,49900,163400,61900,410000,131100,2053700,1446200,332200,7395000,1907700,64800,416,289700,7967100
2022-02-07,389200,467500,3120500,2443300,1581900,1313300,83900,81672500,186300,243500,39500,189700,227500,113300,12774,1111600,101600,1129700,131200,63545.0,3922300,519100,454000,3003400,0.0,110800,1289200,340000,73300,696400,767100,1726100,3515900,319100,29100,32700,67600,71600,27558500,2966300,904500,51300,1767800,618900,3328900,38100,66800,168100,434100,163400,789800,1085900,259300,5335100,1746500,90000,197,317200,6969200
2022-02-08,648400,1089700,3205500,3173200,1503800,1635600,71000,84902800,176100,588600,63300,212500,213900,136300,10109,2095500,99200,771300,64400,82300.0,5628700,670900,439800,2786300,0.0,149800,1336900,262700,60700,779400,1141600,2264900,2586400,432200,575300,30100,77600,71400,28051200,3313200,1140000,43500,2231300,1234000,2977600,21400,88700,212700,296200,219400,782200,1295800,320800,4993100,2053000,62200,423,420900,13362600
2022-02-09,553800,710000,2542200,3207900,2078700,1441700,126100,92948900,181100,292100,105200,224700,321200,102500,11161,1194000,76900,746400,93100,86786.0,6107700,545400,323700,3760600,200.0,155600,1416800,290700,100100,492800,697000,1955800,2809600,188700,218900,17100,55200,74100,35217300,7690100,1255600,160100,797700,1448100,3127800,42700,85000,94200,300400,294600,794600,1207200,354800,7302600,3650300,71100,496,363800,10748200
2022-02-10,432800,952900,4735800,3462600,2270600,2050100,114200,108939900,351900,352500,150000,273200,220200,122600,11943,1385300,83300,740400,99400,101360.0,5312600,529200,223300,3886200,0.0,133400,1188200,402100,121700,784100,549700,1718600,2450800,325500,84600,11800,87000,76200,32762700,10190700,1483200,289100,1502400,999100,4251100,41000,238100,136600,329300,320500,1207900,1514800,283400,6469200,2854600,105400,294,534900,12088800
2022-02-11,365300,709300,5027000,5455500,2678700,1864900,109000,164723200,248700,241100,105500,341600,280600,154000,13670,1548300,98400,1035800,96100,80036.0,8165600,546200,337400,3480500,0.0,117400,1167300,335200,106500,888900,381100,1647900,2104900,379800,73200,9300,85300,89600,37208200,5736000,1304100,115100,980500,762900,3276600,51700,116700,111300,317200,248000,979900,1578500,387400,5801600,2536100,50600,354,1541200,13642800
