Date,XOM,CVX,COP,SLB,EOG,MPC,PSX,VLO,WMB,BKR,OXY,HES,HAL,KMI,MRO,PXD,APA,DVN,FANG,FTI,HFC,NOV,COG,MUR,NBLX,OKE,HP,NBR,PDCE,MTDR,RIG,SWN,AR,CHK,CNX,CRK,CDEV,SM,RRC,QEP,GPOR,CLR,WLL,OAS,LPI,CPE,SBOW,REI,TPL,OVV,WES,PAA,PSXP,DCP,HESM,ENLC,ETRN,AM
2/3/2022,28529400,9447700,13258500,12302100,3569000,7069300,2829400,3121900,9004200,8933900,22557500,2870500,16588200,14274000,15075300,1319000,6909200,9253200,1822000,5051400,,6219400,,2788300,,2088100,1526000,168800,,1339600,13933200,20295700,8430000,1319900,3359000,5174400,,1876500,4055800,,47000,,,,,2016900,126700,1466800,14800,3157200,990300,5160400,,,297300,2891600,20050500,3111700
2/4/2022,32197500,13034700,12035300,19955400,3708300,6173200,3256300,3717500,10042600,7713700,23757400,4035800,16881900,13936000,24794000,2588800,10324900,12759300,2799500,6711400,,15176500,,2029400,,2908100,2163600,219600,,2313000,31788800,23157300,7451700,1200900,3481000,4549600,,2787800,3950000,,44600,,,,,2957600,137800,4898600,17000,4070900,1263700,5961700,,,293200,2070700,18571500,2716500
2/7/2022,34949200,18422500,8420600,20523700,3282800,7263900,4104900,5173800,9752300,9541200,15544000,3133200,12434900,16589600,17712500,2072600,7647000,10298200,2070100,4787500,,6214200,,1638500,,2093600,1506200,129500,,1457900,16952000,17026800,6761300,1411200,3845800,2698800,,1766400,4075300,,28100,,,,,1778100,81500,2651700,26200,2623300,1414800,5325500,,,343100,3727400,10932600,3133900
2/8/2022,34356300,11021600,7481500,13575900,5698400,7949500,3048400,3128500,8710800,5726900,20307500,2252400,10958100,16452300,17873600,1924400,10434400,9751900,3257900,5428200,,6054500,,2307400,,2047900,1427500,140700,,1656300,22574400,13962500,7819600,1751500,3976000,4854300,,2120500,3646400,,42800,,,,,1768900,199300,2883300,23500,2919600,1088700,6311900,,,533700,2048100,9661900,3821500
2/9/2022,40106100,10140800,6973200,12472500,2969100,5570300,2605900,2464600,9038700,7297500,16412000,2267500,10080800,16669200,15944400,1381800,7594000,7304600,1794100,6357800,,3293700,,1614700,,2107300,1345400,200500,,972700,12404200,25481600,7766700,1519900,2627900,3448600,,1979400,4119400,,19000,,,,,1352600,120200,2369600,22000,2125000,1049900,4870300,,,500500,2363200,14878700,2845800
2/10/2022,28527700,11012700,7149900,11082700,3861900,6398100,2660100,5166500,8306500,7381200,17756300,2166600,10066700,15617000,23382600,1841500,8841800,9753200,2416700,6657700,,4659200,,1493500,,2470000,1488200,264900,,1389600,14405700,24943200,10098100,1403700,2785100,4960700,,2329600,5615900,,62800,,,,,2049900,141700,2000900,24100,4402500,1543600,16334800,,,434100,3062800,10562000,2586900
2/11/2022,42002100,12821200,9580800,15533600,4732900,6516900,4821300,6433600,10069200,10092400,24477900,2809700,12741000,19778700,24585800,2970200,12781100,11954900,3674500,13696600,,4111600,,2679700,,2585000,1507500,243300,,1490400,21375900,18716000,7688700,1813800,2870000,3592400,,2845300,3828000,,99100,,,,,2279600,98300,2998600,21500,3933000,8372400,9511600,,,489600,3142400,8123300,2607200
2/14/2022,34652800,15945000,7274400,12804400,3960500,6547200,3951800,4349100,7712000,7327300,21485900,2824100,9479100,15312600,21401000,2766500,12322300,11934400,2986200,7751500,,4476700,,2318400,,2465700,1077300,134400,,2312100,17021200,24408400,8419000,738900,3444600,4629600,,3201000,4398300,,70400,,,,,2032100,136000,2885200,19100,2690800,1036100,5802800,,,528000,2244600,7319200,2957900
2/15/2022,25075100,11746800,8379300,14924600,4001700,4311500,3397400,3627000,6430100,6366200,23600000,3331100,10817000,16478300,23029500,2985200,6883700,11265500,2331200,11736300,,4375200,,1764400,,1907800,1221300,119300,,1491500,15721600,19379400,7912800,831600,4672000,4163900,,2338100,3027800,,38300,,,,,1621400,81700,2101000,18200,2280600,829700,5727700,,,333500,2003000,5196900,3712300
2/16/2022,21733800,11348800,6854400,21249800,4041100,5735100,3426300,4920000,6700800,10323200,18292100,2442700,13077800,16583700,23016400,2268000,7334700,20745200,2270900,15583400,,3177000,,1709700,,2081400,1804400,261900,,1495300,20175200,16189500,9253200,1064300,3356300,4791000,,2203900,3278300,,49200,,,,,1549600,153400,3190500,15900,3014600,1014700,4859300,,,484600,4272700,6147500,3617700
2/17/2022,23738800,10073900,6842800,9526500,3049700,7034800,2670700,3024400,7221000,5502400,15162800,2303900,11197900,16203900,29767900,4147800,6808500,17642700,1933200,37478800,,3641500,,1652400,,1901000,1116600,109500,,1276900,15789100,23424900,13279700,784700,3873300,3905100,,2678100,6282900,,127100,,,,,1283100,101400,1225600,18600,3482900,902600,6575800,,,343900,2990700,5249300,7608500
2/18/2022,23394800,10691800,6574800,11301500,3315500,4845200,2488000,2655500,9173000,5039000,14462700,2487700,12592500,16568100,16955100,3595200,8774300,11707600,2856800,12670900,,4152400,,1768800,,2304800,1020600,111200,,1666200,19358900,18567600,11789900,1050500,2473600,2924600,,2054200,4758500,,94700,,,,,1630600,85400,1252700,25100,2541500,929000,5774800,,,382300,1994800,9540800,4095700
2/22/2022,35947800,19428700,9267500,20930000,4658600,4872000,3562000,3638800,10928100,15255900,20757200,3957500,14712800,17727600,27308400,3543500,14908200,23309400,4222400,13285200,,7002600,,1798400,,2840600,1039800,174600,,2355200,26059500,26355100,11077100,1994900,2383700,2381800,,2412800,5240900,,61300,,,,,1675000,122600,2667900,25900,4833400,1378800,8431900,,,496100,3144000,16921200,7485000
2/23/2022,25385000,16134200,7355000,9462300,4606600,5763700,3261800,3544200,12221600,7211700,15379400,2293200,7237100,16006900,16253100,2343400,10600300,12372100,3944000,12797200,,5393600,,1720300,,2303700,1148800,246300,,4599700,23155600,21390500,11154700,2900500,3705500,2704800,,2951100,13437000,,40100,,,,,2459600,106800,1181000,26600,4199400,1118900,7451800,,,401800,2814400,10783600,5266300
2/24/2022,46199900,22108900,11509300,21602400,6777900,7497700,3775000,5802200,11162600,11866300,32173800,5321900,18274800,20111400,25533000,3558800,14283800,21102500,4639500,17278000,,10976400,,2327400,,3600200,1521000,203000,,3534500,27642000,29903500,14194900,3957300,4446000,3960700,,4674600,6890100,,119700,,,,,4430600,99900,2312400,42500,6955300,2185700,9841600,,,668500,5417300,14491800,3671900
2/25/2022,28310300,28028000,10563000,11382000,10111300,5275800,2999700,3275400,9646100,7092200,29780400,2287300,13779600,13520500,19569400,2630000,9284100,12605600,3169100,14855100,,5709800,,2171100,,3735800,1491200,97100,,2292200,24075200,41356300,7639000,2879600,3693300,3347800,,5663200,6699400,,68000,,,,,2587200,95500,1168600,31300,8026600,2531900,6990000,,,522800,3253000,9775800,4992200
2/28/2022,32204600,24394300,15096000,14946300,7794000,8031300,4639400,6226900,11149800,11034200,50039500,4175700,16550700,32447200,25636100,4133700,12942500,22585000,3783500,9590500,,5313000,,2339100,,6241000,2394500,126100,,2412000,18913400,33017000,10309500,2084100,4178300,3837800,,3413300,16466500,,95200,,,,,3132000,184500,2618400,61200,6019900,2853900,11599700,,,1565200,5765900,8696600,5763200
3/1/2022,40002300,31159900,14453500,20586200,6225200,6502300,5324500,5799200,16933100,12167200,68949800,4237000,19567300,21271300,29242000,3839600,15356900,19146500,3782000,12265300,,6138200,,2783000,,4844000,2634600,365200,,2550000,25462600,34765400,11125200,1620200,3924400,4091100,,3446600,65167500,,119300,,,,,3604700,146300,4184700,45700,4773300,1833900,4611200,,,606200,4089200,6612600,4563800
3/2/2022,44321400,31329500,16168000,16209100,4287700,8013300,3644200,4917700,10298900,11545600,51230100,4122600,19015000,20672000,25177500,2987900,12209000,17556100,2960700,16734800,,4301400,,1874300,,5726800,2288700,529200,,1887300,25401500,39959900,8748900,1697600,3116900,3126800,,3377700,7331000,,78400,,,,,2222800,234900,2328700,41600,4360600,1187400,6421300,,,727100,2979100,6048700,5900500
3/3/2022,30196600,22492900,8704900,22756100,4147300,5694500,3894300,3359000,8648200,13542800,43690500,2192100,11668400,21207700,19205500,2700100,11157200,11719000,2327100,11864300,,4210800,,1445500,,3629800,1680100,380900,,1688900,20410200,28636000,6894600,1558300,3129500,2555100,,2257500,6801100,,43100,,,,,1662700,310100,1990700,29800,7482700,1506100,6437600,,,584800,4191900,6465900,3192600
3/4/2022,42802200,29034400,10977300,22922900,4902500,6663600,4030100,5877000,7636900,14323100,101631900,3453100,14759500,26274700,32992600,3524100,14536200,18185300,3083700,14390700,,6487800,,2079100,,2857600,1765700,278800,,1659500,45258300,41102700,9432500,3064300,2942000,4198500,,3397600,6480800,,81900,,,,,2443400,207500,4616300,35200,4995700,964100,4239000,,,592400,3197500,5333400,2645800
3/7/2022,55207900,34824700,13788800,29778900,5521300,9396700,6183500,5611700,11715300,19497500,81361200,5209700,28036700,24457400,35914400,3916100,15962100,21979600,4263200,16656300,,21025700,,2783600,,3256700,3271200,513200,,2769500,112483000,37209000,12887100,3075400,4811800,4696300,,4821700,8633100,,108700,,,,,3275700,409100,7082100,34100,6908900,1538200,7476800,,,678300,3895900,6381200,2971500
3/8/2022,72082300,57231000,17231400,41068100,7619900,10534200,16579800,10814300,14065000,22307600,81141800,4115200,34358000,31746300,42319400,5049100,16485200,24167800,4156700,15035800,,17163400,,2284800,,3854400,2965300,516800,,2343100,115637500,58113600,11590300,2891200,5410600,5196600,,4240800,7135000,,108200,,,,,5134200,473500,7520200,40600,5289800,7031200,19640700,,,909800,14953500,6240100,5705000
3/9/2022,65466700,43430000,12656200,30347200,5747700,8088700,14161400,7787100,13870000,21479200,134669000,3744100,26474500,20929200,39085200,4261700,13634700,17694700,4367400,11919400,,9618000,,1941700,,3065900,2859800,267500,,2164000,69440300,46656400,10650000,2079300,4095500,4787800,,4981100,6397400,,88400,,,,,2416700,307400,4166200,27400,5628200,2686800,6881100,,,894500,4863300,4267800,3606100
3/10/2022,44644200,34913600,9481000,15498300,5386900,7368900,10788600,4537400,8910800,13964300,81812600,2776300,22872500,16266800,25204400,3069200,10804000,18048600,3019700,7497700,,6479200,,1437300,,2053200,1594500,166800,,1362200,45255000,48816600,9173500,1530100,3634300,3063100,,2518400,7688900,,114100,,,,,1594400,348300,2909100,28300,5210600,2436800,5647400,,,1089600,3599200,9881900,2398700
3/11/2022,35303400,28423600,7666500,13251200,3963600,8530000,7198200,6776800,7684900,15390700,48469600,2668700,17629200,13600400,19994200,2264500,8395100,10834400,2354700,11277800,,6257000,,1401700,,3287500,1387100,193200,,1368200,28095800,27393900,7296300,1318900,2891600,2703500,,2507600,4447100,,80800,,,,,1535800,161900,1956000,30500,3537600,2890600,4687800,,,1279100,6229800,12548500,3981500
3/14/2022,37462600,25156200,10532200,14389400,6270500,7896700,5807200,4747000,10455000,12763500,53706900,2939900,12967700,17419600,25508000,2679000,11775900,21911600,2915000,9339800,,5436300,,2900600,,4108800,1917600,223600,,2001900,29358800,28913300,11104100,1662000,3711500,4232200,,3245600,5358300,,113500,,,,,2175000,229100,3516700,32000,3528700,2402400,7584000,,,1424400,3731400,7602500,5434300
3/15/2022,47957900,28534400,8863600,17239000,5415200,7873000,5925300,6187600,10979800,14491500,49163900,2659800,13809100,18837700,25237900,2967400,11132700,17372900,3328700,7703400,,5881800,,2292500,,3613000,1735900,300500,,1639600,29961200,22288100,7677500,1645200,4056200,3219200,,3506100,4491900,,181100,,,,,1807300,166100,2479900,56000,3460100,1268900,5452500,,,1044500,3036300,6008800,3539000
3/16/2022,37812300,22299700,9314200,27499200,4953600,6809700,4031800,3399900,11576400,20716500,43406300,2850900,14868500,16968800,21050300,2803600,10542400,13099700,3209300,7544300,,6887000,,1784700,,3201400,1951500,265400,,1519400,23499300,30056900,6602200,1844800,4102600,3291900,,3090500,4515200,,165400,,,,,1748200,101800,2766000,44200,4436500,932800,5493300,,,984200,2059900,7302000,3360400
3/17/2022,34041900,15750700,8868300,37986300,4230000,7091300,4840500,4175700,8989400,15890200,59355500,3256600,13939500,15843000,22979100,2596400,9280800,14621200,3426900,9666700,,6263700,,1733400,,2924800,1954800,187500,,1120600,30725000,24768400,7221800,2217200,3133100,2215000,,2407300,3975100,,162400,,,,,1756500,107400,5469200,36500,5014500,1121900,3846100,,,905100,2380600,6261000,5189800
3/18/2022,41461500,23214700,16146900,28267600,25284700,17588400,8269500,7593200,15365600,24795600,40835900,4203700,17078400,36752800,25463000,4826100,11795000,19656000,4813900,13747800,,7479100,,2976200,,8652800,3705800,537200,,2224800,25531800,51963300,9366400,2931900,6970000,3484500,,4268100,6079200,,110500,,,,,1856100,144500,4309700,96000,7143200,4200400,8253100,,,7103900,4183500,16153800,9543400
3/21/2022,33089300,13180600,8107400,19283700,4776200,6260900,4278900,4735700,8606700,19941400,52223000,3204500,12884800,21638700,25701200,3069700,8093600,17038100,4203600,7904000,,3383600,,2079000,,2197500,1088100,247800,,1119300,27147800,29588300,7093000,1761900,3089700,2920000,,2223900,3498100,,135000,,,,,1715800,127100,5027100,46400,5406700,855300,5408200,,,1232900,1219400,6343000,5622400
3/22/2022,23132200,11063900,6377500,15467100,3664300,5131300,3541700,3529700,6998800,16908500,35853500,2388700,10002400,16077500,27921600,2732100,7202900,9708300,2898000,5658000,,3854200,,1404400,,1873500,843500,113000,,1062600,13715000,23627400,8239400,1376900,2070700,2652300,,1684600,3546900,,118100,,,,,1411500,154400,2498300,31000,2771500,1215400,5018600,,,582600,1278300,6071900,2369900
3/23/2022,27716300,10755000,7681500,19967500,3344100,4641200,3446700,3968100,6738200,15181200,39139700,3193600,10499600,11356800,17712200,2521000,8012900,11290700,2748800,10673800,,3245400,,1533200,,1957000,974800,158300,,949800,18294800,34070500,9488800,1761700,2906300,5474500,,1335500,3820400,,106500,,,,,1469300,328200,3455400,23300,4457300,666600,3228400,,,510900,1354000,4594600,2607000
3/24/2022,19871600,9024800,6192500,16281400,2952500,4246900,3946900,3398800,5432100,13293800,28409100,2867200,10037600,11084300,20078000,2857300,5551700,7501500,2042100,10522200,,3993700,,1347900,,3036700,1100900,109600,,867700,15486500,53502800,7145700,2358800,3530600,5815700,,1327300,5326300,,182900,,,,,911200,288700,4967300,19200,3759200,1463700,3241900,,,742000,1814900,5119500,2780100
3/25/2022,22398300,10254700,7833800,12252900,3124600,5186500,4290900,3210700,6097300,11991900,37749900,1999300,10793000,25135600,22516400,1980100,5891400,8547300,2169400,7384000,,3070000,,1428800,,2310400,1765800,150600,,1960200,48956700,80819800,9752700,3058000,6923000,4308600,,2230100,10174500,,190700,,,,,2886800,442800,3613700,35500,3970600,683000,4258100,,,409700,2152400,5217100,5615600
3/28/2022,21552400,9992000,6091100,13984200,2955600,4447900,4214600,3087500,5988000,7384500,24924700,2341400,9451300,17476000,18026400,2030300,7191100,8959600,1948600,16397900,,2987500,,5016000,,1877300,1040400,131600,,1694500,26523900,64133000,6463800,1677600,3745500,5020800,,2059600,7049200,,277600,,,,,1439700,216800,2799100,24500,7098900,663400,6554600,,,411800,1877500,7026500,2743800
3/29/2022,27036300,15102600,10977600,13207500,3106500,4203800,3546000,2898500,6716100,13403000,29111200,2520500,10126800,16150300,21418400,1821400,7534500,10398500,2263600,19864400,,2948200,,2546100,,2140600,1561400,169500,,1592700,22229100,44177400,7718500,1491200,3051600,4218700,,2306700,4440000,,163300,,,,,2121800,152400,2712400,24600,4837400,1545000,5540700,,,350600,2204400,4252400,3134900
3/30/2022,22079000,9906000,6069200,10201700,2788700,5880400,4512500,4192600,8372000,9134100,26069000,1955900,8930100,16371800,16764300,1934700,9015800,7610600,1563300,10286400,,2867600,,1983600,,1749900,1050200,205800,,5975100,21048200,49170800,5859600,1929100,3035100,3553900,,1273100,3265100,,205400,,,,,1288400,205100,7458100,30300,3345600,635500,3908800,,,1742800,1171300,3405600,1945800
3/31/2022,27861500,10395900,9777900,11618700,4036000,7041200,4830800,5261500,8997600,11010200,32217500,2351200,9123900,24632800,19879000,2008300,7934500,11344400,1887700,10014500,,3262600,,2974700,,2834200,1753000,175100,,4953600,16639700,36818700,8123000,1799800,2879300,3595900,,1784600,6786800,,147800,,,,,1687700,269900,2523200,59300,3847200,510200,5060800,,,3821400,2296100,4029300,3389200
4/1/2022,18671100,8795300,6934100,12210600,2258000,7411800,3204400,3301800,5615100,8558800,21019000,1778200,7676200,13050300,13426600,1257100,5005400,6292500,1825100,6961400,,3088500,,1400200,,2048900,1272400,205400,,24424100,16672300,29423000,5057300,1792600,2619700,2809600,,1606000,3462900,,151000,,,,,1542200,156600,2356500,31100,2464600,629300,4550500,,,1282500,1832300,4408300,3625200
4/4/2022,20869400,8718600,4946500,10618200,1807200,3801300,2410900,2668100,4767300,8290000,19338700,1980800,9924300,14567600,15846600,1181200,6937800,8381600,1403400,7400100,,3558700,,1404700,,1749900,1260500,152200,,3133600,12711700,23798200,4464400,1344300,2086800,3668400,,1692500,3338600,,102400,,,,,2226600,249900,2108700,44800,5714600,1065600,4777400,,,1150900,2401700,5213500,2204300
4/5/2022,21753100,9538200,5708100,10473900,2335100,3789100,3003100,3818700,9952400,12705300,22939300,2775000,8857400,14705000,17598200,1150900,7330100,8667400,1847900,8727100,,3652000,,1132400,,2174200,1739200,145600,,2175000,15625700,31998300,6226900,1307100,2829000,3430700,,1483600,4789900,,196200,,,,,1480300,214900,2075300,52300,3816900,803200,6024400,,,938000,2213800,7799200,3531200
4/6/2022,24768200,9269000,5680000,8726600,2847600,4564400,2563300,3994300,5861900,8523600,27903000,2401100,9379100,11572300,15855600,1874600,7368000,9136000,1650800,8704000,,3904700,,1360500,,2193000,1639900,150200,,1623500,21767200,41981000,8693100,2253100,3107400,3138000,,1579900,6098600,,264100,,,,,1730700,280500,2442700,32500,3699900,1178100,4710600,,,874800,2018700,6445000,2384200
4/7/2022,26122000,8018400,6285300,8895800,3053800,4205600,7514600,3700000,6711200,9536200,24408300,1954000,7681600,15725500,15240600,1944700,8741500,7952600,1877300,7210900,,3153000,,1956700,,1747200,1549600,170700,,1776400,16929000,32326700,7009800,1615500,4600200,3497600,,2569800,5860000,,244800,,,,,1612400,215200,3551700,24300,3301900,916600,5484000,,,1207500,1462100,4448000,3361800
4/8/2022,24866500,10801200,6175200,10526400,4534900,5088800,4686200,3291200,7596700,12765800,41639000,2683900,11838800,14735600,16068400,2111300,6951900,10115100,2257300,9534400,,3121200,,1821300,,1907800,1191500,120800,,1693800,10998800,36834200,6962600,1885900,4476200,2698400,,1513300,3249600,,303700,,,,,1811300,355200,2988800,17500,4502900,723800,4871100,,,930800,2186100,2983700,2500600
4/11/2022,21800100,10206100,7002200,7999000,3342800,4464700,3973800,3705900,11895200,7655500,27618000,2680700,14079700,16475000,18394200,1523100,9983100,9011300,2391300,5713900,,3744600,,1293000,,2086600,1672200,137000,,1588300,10216700,37087700,5911900,1362400,3162100,3157800,,2366900,3697500,,170900,,,,,1686100,208800,4908500,28300,3840800,406200,3396300,,,1625600,1951400,4663600,2510500
4/12/2022,22444200,9528400,7412100,8112800,2993900,4236100,2943900,4189900,9649300,8028100,26820900,1896600,10348800,13069900,22238200,1694000,5817500,9418900,1659800,7669300,,4616500,,1645200,,1661900,1690900,235600,,2207400,9776700,30274800,6947500,1473800,2294300,4092800,,2257200,3741400,,154000,,,,,1836400,398800,2332300,28100,4167700,928100,5135700,,,842100,2641800,3545600,3113100
4/13/2022,19306800,7330700,7365100,8596100,4314900,3342100,2659600,3899900,6918300,6849800,21358400,1659100,7568200,9946400,18273500,2124100,6519500,9955700,1626000,7973200,,4575700,,1227400,,1582500,1018800,199800,,1618500,11114200,37613400,6609200,1234300,2139600,3305200,,2186900,3457200,,99600,,,,,2064400,387300,5252200,20700,3499500,1253000,3850600,,,1236400,1909700,4048300,2290700
4/14/2022,24566400,9421100,6337800,10714500,3332000,4080500,3014900,3794100,6861700,6853500,18789400,1310700,7579000,9248700,16234900,1551900,5864600,8616800,1589200,5984000,,6065500,,1003200,,1702500,825000,226900,,1636700,13717300,33520400,6056800,1393200,3800500,4209500,,1134100,3856300,,403500,,,,,1502300,541000,4907900,22400,3342200,1038000,2892700,,,720400,2371500,1996400,2356300
4/18/2022,19032300,7639000,4867000,11127900,4338100,5281300,3679600,4813300,7337600,10120500,30802500,1089900,13188000,10259500,15965800,1522200,10373400,9422300,1716300,17631100,,3752200,,2058900,,4433700,1201800,235200,,2413800,15683600,41358200,8306800,2068800,3317200,7004100,,1578400,4903200,,231600,,,,,2326000,861100,3284900,27400,4347400,614700,3511500,,,721700,2304600,5816600,2081200
4/19/2022,20382600,6970200,5331700,10033700,4861600,3868900,5120900,5141800,5135600,10264000,19514600,1699800,16778100,11581300,16671400,1639700,7131600,8156000,1950700,16201000,,3933600,,1657800,,2317000,1035700,177500,,1608100,12435800,33876400,7818200,1951900,2548800,4086300,,1696200,4244100,,131200,,,,,1588900,377800,3520200,19200,3676800,622600,3525400,,,708600,3811100,6490800,2212200
4/20/2022,20689400,7495000,6059200,11945100,3273900,4809000,2816600,3289700,6421100,23404100,20837800,1478800,19888400,15441600,20115500,2007000,8777200,7121200,1882600,14684100,,4918500,,1462000,,2423200,1838400,163600,,1192000,16080500,29494100,5874800,1254100,1921700,3265100,,2705600,3426700,,350800,,,,,2006700,474700,6451300,21000,3800500,835400,2916800,,,380600,2277900,16277500,3032000
4/21/2022,29010900,14594800,6290600,18181500,3403200,5588200,4574000,3977500,6568300,19153700,32050400,1597000,14413400,21326000,20775600,1730300,10374600,10699200,2427300,8786600,,3361900,,2113100,,3750700,2720100,175600,,1868200,16190200,36290700,6637600,1921800,2567900,5113500,,2543300,4576500,,106000,,,,,2089700,380300,3051300,15200,3992200,955600,4095300,,,498100,2540100,7521800,2878300
4/22/2022,23591600,12160100,6483900,20746000,3086400,4052200,3458600,3767700,8992800,12918100,22816900,1607900,13347500,17732600,16638900,1701500,8827500,9734600,2228000,15122800,,3502900,,1810600,,3336600,1868000,160700,,1806300,14708600,34548900,6657700,1602700,2365400,4401700,,2449300,4087400,,85200,,,,,2995400,245200,2438800,25900,4805600,832400,5772600,,,305500,3709300,4480700,3606000
4/25/2022,37698300,15449800,11913400,23976100,4813200,4915600,5577500,6651200,11747500,16705400,32977000,2348400,19492300,24569900,26911800,3374300,10373300,13608400,2901100,8847400,,5859700,,2647100,,3516200,2019200,225500,,2911100,24301700,33320000,9739900,2423500,3008800,5772800,,2923300,5480200,,235900,,,,,2636900,352700,4425900,29800,5726900,1751700,14514600,,,541400,2685000,5956800,5520200
4/26/2022,28941500,9810600,5970100,19941000,2462000,5208400,4847000,6731800,8123600,17393700,27151300,2036700,11378600,20358100,19246000,1701400,9979700,9636500,1587200,5982400,,4653400,,1532100,,2357300,1564700,134400,,1823500,17529900,29640600,8479700,1983500,2870200,3745400,,1999400,5254500,,229800,,,,,1465300,207400,3008700,18500,4615400,838800,6046400,,,396700,2744100,6896200,7247500
4/27/2022,32773000,10396600,6765800,10619400,2839800,5219900,4482600,5539700,8569100,9187900,20688500,3658600,11122600,19156000,16611600,1664900,10210200,8168000,1549900,9848300,,4291700,,1792400,,2383300,1458400,118700,,1989000,12035800,27345100,8372400,1254500,2990100,3363500,,2078200,6017900,,176400,,,,,1431600,605000,1851500,16000,4572400,720500,4906300,,,751800,2890600,5637300,4236700
4/28/2022,33683800,9366400,9520600,11502600,3312500,5157900,4228700,6427700,7221200,11759100,20633100,2265900,9165000,16424200,15786700,1982600,7272700,7940000,1896300,12307200,,5177800,,1238600,,2390600,2208900,189400,,1707700,14429300,35319000,17313600,1357700,4049200,3580400,,1684500,6177300,,186700,,,,,1498800,380200,1747300,16200,4169800,1214000,4182100,,,492200,1220300,4835700,5698600
4/29/2022,34656500,14713200,8777700,10611900,4734000,5081900,6279900,5963400,9088000,13335200,19208600,2005300,9381900,25794000,14657100,2218400,12974500,7834600,1748800,14111900,,7120600,,2082900,,2719000,1454100,192900,,1833200,16704800,37632700,9098300,1197300,3324300,3682500,,3303300,5289200,,161300,,,,,1315400,271300,1581000,20800,3361700,981500,5064500,,,527200,1437500,4781100,3138400
5/2/2022,36335200,11559000,6980500,11445200,3496000,5088200,4280400,6708000,8887700,8737800,38104700,1719700,8988100,20941500,16641400,2214900,10677800,11320300,2298000,10908500,,3986900,,1866200,,2797900,1130000,317700,,1717900,14906200,28275300,9566100,1525300,3981500,4713200,,3256500,3641600,,125700,,,,,3452600,341600,1788800,23600,3121500,718700,4898200,,,374300,1821300,7067200,3213400
5/3/2022,33908100,8827200,5748000,8876500,3326700,5831600,4292000,5823700,9940300,9766500,24723400,1903800,7055400,15564300,19367900,2008700,9096200,22056300,3555100,9195500,,3643000,,1876600,,2992800,1112400,140400,,1587100,22032300,30397800,10194600,2456500,2904400,5483300,,2260600,4393100,,216100,,,,,1777100,349400,2167800,22700,5306200,595100,4084500,,,451700,1621500,8789800,2590200
5/4/2022,46188400,9183200,7989800,11713700,3134600,5416300,5874800,8342100,12111300,11857600,27975500,1961900,10352600,16076100,26500900,2251800,10228600,15072000,2581900,11001000,,3191000,,2580000,,3503500,1055700,137800,,1684100,19774100,32244800,9306800,4876300,2648500,7184200,,3291300,4656200,,241100,,,,,2135100,343900,3317600,32300,4419500,891600,4825900,,,458000,3876800,5401000,3267100
5/5/2022,41013400,9807600,10593000,16281500,4289400,5020700,5448500,5801000,9480800,9915500,42153600,1795500,12199800,17443400,33426600,3162900,15617200,13010400,2854100,11495200,,2914000,,2634600,,4076600,1117700,299900,,1391700,17210100,26644900,8103900,3094500,3323800,4699000,,2343100,4175400,,190500,,,,,2623700,965400,1739400,23800,4616700,1346500,9205600,,,384300,2628500,3624100,4226400
5/6/2022,29619300,10418100,9213100,12396000,7042600,4572200,4093600,4400100,9013500,6917500,30897900,3301900,9853200,18627700,36127600,4255400,9499800,14629700,2732200,11488000,,2690300,,3057000,,2773400,1187700,192800,,1703600,15369900,25720500,7016200,2778000,2365500,3550800,,1933900,4779300,,123100,,,,,1831800,271900,2342800,22100,5036400,862600,3592600,,,374000,1553100,3155300,2565900
5/9/2022,45851600,14110700,9750900,14845900,6977200,6756700,5173000,8179500,10008900,13366300,40093500,5186000,13821400,20457900,27456500,3557000,13347600,18682400,3314700,12722300,,4102900,,3507100,,3943900,1815100,376300,,2520300,30035600,28068700,11522300,3188000,4444800,6002100,,3537800,6606400,,294300,,,,,2585700,765200,3454400,28400,8231900,1661900,10240000,,,585700,2706900,4887100,4872700
5/10/2022,34483200,11636000,7845900,11063400,5451400,6186400,4186100,7048800,12158000,8439300,30590200,2839900,9371600,18484100,21445700,2885700,11971800,12783500,3144900,8512600,,2989500,,2678600,,3712600,1446700,327600,,1680200,19090200,25400500,10861200,2249000,3165100,4365300,,2967100,5532300,,302800,,,,,2561500,354400,1802500,26700,14258800,1246500,7497400,,,455500,2262000,5151300,3460900
5/11/2022,33020600,9105500,6651600,11569100,4167300,6411000,2981700,5003800,8117900,13027700,36357100,3484200,9595100,18117100,19231000,2281700,10243300,12610000,2705600,6963700,,2777700,,2427900,,2903700,971700,234600,,1943100,15177800,26722100,9150800,1666000,3065700,3716600,,1709300,4119600,,129400,,,,,1431800,253300,2485900,23100,7614500,1699000,5618300,,,542000,2874600,3974700,3498300
5/12/2022,29491500,8936400,7244400,13434300,4056100,6985500,3910600,3800100,6730300,12987100,23862900,2138200,10336800,22679100,21048300,2197300,10293600,10767100,3362800,6873500,,3718600,,1859100,,2651600,1377100,176700,,1699100,20479100,28775800,8187600,1997300,2963400,3833100,,2392400,3324900,,596400,,,,,2250700,263000,4508400,32700,5875500,1523900,6839800,,,636200,3084400,3940300,4770800
